brc_bb RRTMG LUT interpolated from GADS (DAR 06/2015)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 2320.2   80  1.3215  2.695e-02  0.064  0.092    1.60  0.0000  0.000  0.159  0.762  0.183  1.000  0.550  0.619  0.136  0.027  0.006  0.001  0.000
 2044.2   80  1.3405  6.735e-04  0.064  0.092    1.60  0.0200  0.043  0.159  0.830  0.221  1.000  0.664  0.670  0.173  0.041  0.010  0.003  0.001
 1778.4   80  1.3624 -6.175e-03  0.064  0.092    1.60  0.0429  0.091  0.159  0.808  0.269  1.000  0.808  0.745  0.228  0.065  0.018  0.006  0.002
 1455.2   80  1.3851 -7.701e-03  0.064  0.092    1.60  0.0876  0.188  0.159  0.839  0.346  1.000  1.037  0.890  0.338  0.118  0.039  0.014  0.005
 1270.3   80  1.3849 -6.472e-03  0.064  0.092    1.60  0.1254  0.268  0.159  0.884  0.399  1.000  1.197  1.016  0.439  0.176  0.065  0.025  0.009
  944.3   80  1.3920 -4.740e-03  0.064  0.092    1.60  0.2808  0.600  0.159  0.943  0.514  1.000  1.542  1.364  0.752  0.382  0.175  0.083  0.037
  693.5   80  1.3969 -2.426e-03  0.064  0.092    1.60  0.5928  1.267  0.159  0.980  0.616  1.000  1.847  1.799  1.217  0.750  0.415  0.228  0.120
  527.1   80  1.3995 -2.193e-02  0.064  0.092    1.60  1.0944  2.340  0.159  0.860  0.690  1.000  2.068  2.199  1.725  1.210  0.773  0.480  0.286
  399.8   80  1.4030 -3.334e-02  0.064  0.092    1.60  1.6919  3.617  0.159  0.824  0.744  1.000  2.232  2.581  2.276  1.789  1.292  0.894  0.599
  329.1   80  1.4060 -4.669e-02  0.064  0.092    1.60  2.1106  4.512  0.159  0.777  0.775  1.000  2.325  2.821  2.662  2.237  1.740  1.290  0.929
  229.8   80  1.4193 -7.978e-02  0.064  0.092    1.60  2.5947  5.547  0.159  0.676  0.815  1.000  2.447  3.165  3.274  3.036  2.636  2.180  1.756
 7082.2   80  1.3455 -4.120e-02  0.064  0.092    1.60  0.0132  0.028  0.159  0.014  0.026  1.000  0.078  0.503  0.016  0.000  0.000  0.000  0.000
  300.0   90  1.3900 -5.560e-02  0.064  0.104    1.60  2.4116  4.533  0.181  0.740  0.809  1.000  2.428  3.112  3.157  2.868  2.427  1.957  1.535
  400.0   90  1.3820 -3.330e-02  0.064  0.104    1.60  1.8521  3.481  0.181  0.821  0.771  1.000  2.312  2.787  2.593  2.150  1.643  1.200  0.848
  440.0   90  1.3812 -2.818e-02  0.064  0.104    1.60  1.6437  3.089  0.181  0.841  0.755  1.000  2.265  2.665  2.397  1.922  1.416  0.998  0.681
  500.0   90  1.3790 -2.240e-02  0.064  0.104    1.60  1.3574  2.552  0.181  0.863  0.732  1.000  2.196  2.495  2.137  1.633  1.141  0.768  0.498
  550.0   90  1.3780 -1.890e-02  0.064  0.104    1.60  1.1573  2.175  0.181  0.877  0.713  1.000  2.139  2.360  1.941  1.427  0.956  0.620  0.387
  600.0   90  1.3770 -1.360e-03  0.064  0.104    1.60  0.9481  1.782  0.181  0.990  0.690  1.000  2.069  2.231  1.759  1.250  0.804  0.504  0.303
  675.0   90  1.3760 -2.030e-03  0.064  0.104    1.60  0.7486  1.407  0.181  0.983  0.663  1.000  1.987  2.057  1.531  1.029  0.624  0.373  0.212
  800.0   90  1.3720 -2.260e-03  0.064  0.104    1.60  0.5089  0.957  0.181  0.978  0.615  1.000  1.846  1.802  1.220  0.751  0.416  0.230  0.121
  870.0   90  1.3708 -2.720e-03  0.064  0.104    1.60  0.4173  0.785  0.181  0.971  0.589  1.000  1.767  1.676  1.078  0.632  0.334  0.177  0.090
 1000.0   90  1.3710 -3.510e-03  0.064  0.104    1.60  0.2995  0.563  0.181  0.957  0.541  1.000  1.622  1.472  0.862  0.462  0.224  0.110  0.052
 1020.0   90  1.3707 -3.586e-03  0.064  0.104    1.60  0.2848  0.535  0.181  0.955  0.534  1.000  1.600  1.444  0.834  0.441  0.211  0.102  0.048
55555.6   90  1.6200 -3.500e-01  0.064  0.104    1.60  0.0206  0.039  0.181  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   90  1.6157 -3.402e-01  0.064  0.104    1.60  0.0299  0.056  0.181  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   90  1.5566 -3.785e-01  0.064  0.104    1.60  0.0466  0.088  0.181  0.001  0.006  1.000  0.018  0.500  0.003  0.000  0.000  0.000  0.000
15037.6   90  1.3054 -3.605e-01  0.064  0.104    1.60  0.0630  0.118  0.181  0.000  0.007  1.000  0.022  0.500  0.005  0.000  0.000  0.000  0.000
13157.9   90  1.2598 -2.591e-01  0.064  0.104    1.60  0.0532  0.100  0.181  0.001  0.010  1.000  0.028  0.500  0.006  0.000  0.000  0.000  0.000
11111.1   90  1.2730 -9.268e-02  0.064  0.104    1.60  0.0224  0.042  0.181  0.002  0.014  1.000  0.040  0.501  0.009  0.000  0.000  0.000  0.000
 9708.7   90  1.3823 -5.753e-02  0.064  0.104    1.60  0.0149  0.028  0.181  0.007  0.018  1.000  0.055  0.501  0.011  0.000  0.000  0.000  0.000
 8849.6   90  1.5916 -1.040e-01  0.064  0.104    1.60  0.0257  0.048  0.181  0.013  0.025  1.000  0.074  0.502  0.014  0.000  0.000  0.000  0.000
 7782.1   90  1.2885 -4.080e-02  0.064  0.104    1.60  0.0143  0.026  0.181  0.010  0.027  1.000  0.081  0.503  0.017  0.001  0.000  0.000  0.000
 6968.6   90  1.3358 -3.330e-02  0.064  0.104    1.60  0.0126  0.024  0.181  0.024  0.034  1.000  0.103  0.505  0.021  0.001  0.000  0.000  0.000
 6097.6   90  1.3384 -8.480e-02  0.064  0.104    1.60  0.0369  0.069  0.181  0.013  0.043  1.000  0.131  0.507  0.028  0.001  0.000  0.000  0.000
 5154.6   90  1.3531 -6.183e-03  0.064  0.104    1.60  0.0044  0.008  0.181  0.154  0.061  1.000  0.182  0.514  0.038  0.003  0.000  0.000  0.000
 4618.9   90  1.3582 -1.508e-02  0.064  0.104    1.60  0.0103  0.019  0.181  0.167  0.073  1.000  0.221  0.521  0.047  0.004  0.000  0.000  0.000
 4319.7   90  1.3654 -9.800e-03  0.064  0.104    1.60  0.0082  0.015  0.181  0.287  0.083  1.000  0.250  0.526  0.053  0.004  0.000  0.000  0.000
 4016.1   90  1.3744 -4.832e-03  0.064  0.104    1.60  0.0063  0.012  0.181  0.499  0.095  1.000  0.286  0.534  0.061  0.006  0.001  0.000  0.000
 3418.8   90  1.4195 -1.617e-02  0.064  0.104    1.60  0.0198  0.038  0.181  0.376  0.128  1.000  0.384  0.558  0.082  0.011  0.002  0.000  0.000
 3444.7   90  1.4160 -1.337e-02  0.064  0.104    1.60  0.0173  0.033  0.181  0.417  0.126  1.000  0.379  0.557  0.080  0.010  0.002  0.000  0.000
 2777.0   90  1.3102 -1.797e-01  0.064  0.104    1.60  0.1730  0.326  0.181  0.270  0.160  1.000  0.479  0.592  0.118  0.022  0.004  0.002  0.000
 2320.2   90  1.3068  3.216e-02  0.064  0.104    1.60  0.0000  0.000  0.181  0.850  0.220  1.000  0.659  0.669  0.176  0.041  0.010  0.003  0.000
 2044.2   90  1.3288  1.867e-03  0.064  0.104    1.60  0.0272  0.051  0.181  0.885  0.262  1.000  0.787  0.736  0.225  0.063  0.017  0.005  0.002
 1778.4   90  1.3460 -4.528e-03  0.064  0.104    1.60  0.0547  0.102  0.181  0.877  0.315  1.000  0.943  0.831  0.296  0.096  0.030  0.010  0.004
 1455.2   90  1.3649 -5.369e-03  0.064  0.104    1.60  0.1092  0.205  0.181  0.894  0.394  1.000  1.183  1.009  0.437  0.175  0.065  0.025  0.009
 1270.3   90  1.3648 -4.422e-03  0.064  0.104    1.60  0.1566  0.295  0.181  0.926  0.449  1.000  1.346  1.160  0.566  0.254  0.104  0.044  0.019
  944.3   90  1.3712 -3.229e-03  0.064  0.104    1.60  0.3448  0.648  0.181  0.963  0.562  1.000  1.683  1.554  0.947  0.527  0.265  0.134  0.066
  693.5   90  1.3760 -1.686e-03  0.064  0.104    1.60  0.7071  1.329  0.181  0.985  0.656  1.000  1.966  2.016  1.479  0.980  0.587  0.346  0.195
  527.1   90  1.3783 -2.199e-02  0.064  0.104    1.60  1.2485  2.347  0.181  0.860  0.722  1.000  2.167  2.421  2.029  1.518  1.036  0.683  0.434
  399.8   90  1.3820 -3.334e-02  0.064  0.104    1.60  1.8535  3.484  0.181  0.821  0.771  1.000  2.312  2.788  2.594  2.152  1.645  1.201  0.849
  329.1   90  1.3865 -4.669e-02  0.064  0.104    1.60  2.2537  4.236  0.181  0.771  0.797  1.000  2.392  3.009  2.970  2.619  2.143  1.669  1.263
  229.8   90  1.4014 -7.978e-02  0.064  0.104    1.60  2.6533  4.987  0.181  0.665  0.834  1.000  2.501  3.328  3.568  3.443  3.116  2.693  2.265
 7082.2   90  1.3343 -3.724e-02  0.064  0.104    1.60  0.0139  0.026  0.181  0.021  0.033  1.000  0.099  0.504  0.020  0.001  0.000  0.000  0.000
  300.0   95  1.3760 -5.560e-02  0.064  0.120    1.60  2.5384  4.162  0.208  0.731  0.827  1.000  2.482  3.274  3.448  3.265  2.888  2.438  2.002
  400.0   95  1.3680 -3.330e-02  0.064  0.120    1.60  2.0549  3.369  0.208  0.819  0.793  1.000  2.380  2.978  2.905  2.531  2.040  1.567  1.167
  440.0   95  1.3664 -2.818e-02  0.064  0.120    1.60  1.8507  3.034  0.208  0.840  0.780  1.000  2.340  2.868  2.718  2.297  1.790  1.331  0.959
  500.0   95  1.3640 -2.240e-02  0.064  0.120    1.60  1.5625  2.562  0.208  0.864  0.761  1.000  2.282  2.710  2.460  1.992  1.480  1.054  0.724
  550.0   95  1.3630 -1.890e-02  0.064  0.120    1.60  1.3543  2.220  0.208  0.879  0.744  1.000  2.231  2.582  2.262  1.768  1.265  0.869  0.576
  600.0   95  1.3620 -9.003e-04  0.064  0.120    1.60  1.1368  1.864  0.208  0.993  0.722  1.000  2.166  2.454  2.070  1.568  1.080  0.719  0.460
  675.0   95  1.3610 -1.514e-03  0.064  0.120    1.60  0.9131  1.497  0.208  0.989  0.698  1.000  2.095  2.286  1.831  1.319  0.862  0.548  0.335
  800.0   95  1.3580 -1.500e-03  0.064  0.120    1.60  0.6384  1.047  0.208  0.986  0.657  1.000  1.972  2.029  1.494  0.993  0.597  0.353  0.200
  870.0   95  1.3570 -1.797e-03  0.064  0.120    1.60  0.5296  0.868  0.208  0.982  0.633  1.000  1.901  1.899  1.334  0.849  0.488  0.278  0.152
 1000.0   95  1.3560 -2.330e-03  0.064  0.120    1.60  0.3831  0.628  0.208  0.974  0.589  1.000  1.768  1.683  1.087  0.638  0.338  0.180  0.092
 1020.0   95  1.3556 -2.376e-03  0.064  0.120    1.60  0.3647  0.598  0.208  0.973  0.582  1.000  1.748  1.653  1.054  0.611  0.320  0.169  0.085
55555.6   95  1.5900 -3.460e-01  0.064  0.120    1.60  0.0239  0.039  0.208  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   95  1.5824 -3.474e-01  0.064  0.120    1.60  0.0361  0.059  0.208  0.000  0.004  1.000  0.014  0.500  0.003  0.000  0.000  0.000  0.000
17699.1   95  1.5074 -3.952e-01  0.064  0.120    1.60  0.0579  0.095  0.208  0.001  0.007  1.000  0.023  0.500  0.004  0.000  0.000  0.000  0.000
15037.6   95  1.2936 -3.753e-01  0.064  0.120    1.60  0.0758  0.125  0.208  0.001  0.010  1.000  0.029  0.500  0.006  0.000  0.000  0.000  0.000
13157.9   95  1.2244 -2.797e-01  0.064  0.120    1.60  0.0672  0.110  0.208  0.001  0.012  1.000  0.036  0.501  0.008  0.000  0.000  0.000  0.000
11111.1   95  1.2304 -9.734e-02  0.064  0.120    1.60  0.0276  0.045  0.208  0.002  0.018  1.000  0.052  0.501  0.012  0.000  0.000  0.000  0.000
 9708.7   95  1.3321 -5.393e-02  0.064  0.120    1.60  0.0167  0.028  0.208  0.009  0.024  1.000  0.070  0.502  0.014  0.000  0.000  0.000  0.000
 8849.6   95  1.4827 -8.182e-02  0.064  0.120    1.60  0.0254  0.041  0.208  0.015  0.031  1.000  0.091  0.503  0.017  0.001  0.000  0.000  0.000
 7782.1   95  1.2916 -3.864e-02  0.064  0.120    1.60  0.0155  0.026  0.208  0.017  0.035  1.000  0.106  0.505  0.023  0.001  0.000  0.000  0.000
 6968.6   95  1.3260 -3.060e-02  0.064  0.120    1.60  0.0136  0.023  0.208  0.034  0.044  1.000  0.131  0.508  0.028  0.001  0.000  0.000  0.000
 6097.6   95  1.3307 -9.072e-02  0.064  0.120    1.60  0.0460  0.075  0.208  0.017  0.056  1.000  0.168  0.512  0.035  0.002  0.000  0.000  0.000
 5154.6   95  1.3441 -5.468e-03  0.064  0.120    1.60  0.0052  0.009  0.208  0.202  0.077  1.000  0.231  0.523  0.049  0.004  0.001  0.000  0.000
 4618.9   95  1.3483 -1.523e-02  0.064  0.120    1.60  0.0127  0.021  0.208  0.217  0.094  1.000  0.280  0.533  0.060  0.007  0.001  0.000  0.000
 4319.7   95  1.3559 -9.711e-03  0.064  0.120    1.60  0.0105  0.017  0.208  0.353  0.105  1.000  0.315  0.541  0.068  0.008  0.001  0.000  0.000
 4016.1   95  1.3664 -4.799e-03  0.064  0.120    1.60  0.0088  0.014  0.208  0.579  0.119  1.000  0.359  0.552  0.078  0.010  0.002  0.000  0.000
 3418.8   95  1.4175 -1.709e-02  0.064  0.120    1.60  0.0273  0.045  0.208  0.444  0.159  1.000  0.477  0.588  0.105  0.017  0.003  0.001  0.000
 3444.7   95  1.4133 -1.407e-02  0.064  0.120    1.60  0.0240  0.039  0.208  0.486  0.157  1.000  0.471  0.586  0.104  0.017  0.003  0.001  0.000
 2777.0   95  1.2994 -1.950e-01  0.064  0.120    1.60  0.2200  0.360  0.208  0.309  0.192  1.000  0.578  0.631  0.153  0.034  0.007  0.002  0.000
 2320.2   95  1.2961  3.597e-02  0.064  0.120    1.60  0.0000  0.000  0.208  0.922  0.264  1.000  0.792  0.741  0.232  0.065  0.018  0.005  0.002
 2044.2   95  1.3197  2.724e-03  0.064  0.120    1.60  0.0390  0.064  0.208  0.925  0.311  1.000  0.932  0.828  0.296  0.096  0.030  0.010  0.004
 1778.4   95  1.3355 -3.363e-03  0.064  0.120    1.60  0.0745  0.122  0.208  0.927  0.366  1.000  1.098  0.948  0.390  0.146  0.052  0.020  0.007
 1455.2   95  1.3499 -3.703e-03  0.064  0.120    1.60  0.1432  0.235  0.208  0.934  0.448  1.000  1.345  1.163  0.570  0.256  0.107  0.045  0.019
 1270.3   95  1.3508 -2.961e-03  0.064  0.120    1.60  0.2054  0.337  0.208  0.955  0.502  1.000  1.506  1.337  0.731  0.366  0.166  0.077  0.035
  944.3   95  1.3567 -2.147e-03  0.064  0.120    1.60  0.4397  0.721  0.208  0.977  0.608  1.000  1.825  1.771  1.185  0.720  0.395  0.216  0.114
  693.5   95  1.3610 -1.163e-03  0.064  0.120    1.60  0.8663  1.420  0.208  0.990  0.692  1.000  2.077  2.245  1.775  1.264  0.815  0.513  0.309
  527.1   95  1.3634 -2.204e-02  0.064  0.120    1.60  1.4495  2.376  0.208  0.862  0.752  1.000  2.256  2.641  2.352  1.867  1.359  0.949  0.639
  399.8   95  1.3680 -3.334e-02  0.064  0.120    1.60  2.0562  3.371  0.208  0.819  0.793  1.000  2.380  2.979  2.906  2.533  2.042  1.569  1.169
  329.1   95  1.3724 -4.669e-02  0.064  0.120    1.60  2.4130  3.956  0.208  0.764  0.817  1.000  2.450  3.180  3.269  3.011  2.582  2.110  1.675
  229.8   95  1.3886 -7.978e-02  0.064  0.120    1.60  2.7014  4.429  0.208  0.651  0.849  1.000  2.546  3.475  3.847  3.854  3.630  3.271  2.869
 7082.2   95  1.3258 -3.436e-02  0.064  0.120    1.60  0.0150  0.025  0.208  0.031  0.042  1.000  0.128  0.507  0.027  0.001  0.000  0.000  0.000
  300.0   99  1.3600 -5.560e-02  0.064  0.160    1.60  2.7309  3.345  0.278  0.706  0.853  1.000  2.560  3.535  3.956  4.022  3.849  3.533  3.160
  400.0   99  1.3510 -3.330e-02  0.064  0.160    1.60  2.4830  3.042  0.278  0.810  0.827  1.000  2.482  3.295  3.473  3.294  2.911  2.456  2.013
  440.0   99  1.3493 -2.818e-02  0.064  0.160    1.60  2.3286  2.853  0.278  0.836  0.818  1.000  2.454  3.210  3.311  3.066  2.636  2.161  1.720
  500.0   99  1.3470 -2.240e-02  0.064  0.160    1.60  2.0766  2.544  0.278  0.865  0.804  1.000  2.413  3.088  3.086  2.762  2.285  1.802  1.377
  550.0   99  1.3450 -1.890e-02  0.064  0.160    1.60  1.8659  2.286  0.278  0.882  0.793  1.000  2.380  2.988  2.910  2.534  2.034  1.557  1.153
  600.0   99  1.3440 -3.748e-04  0.064  0.160    1.60  1.6614  2.035  0.278  0.997  0.774  1.000  2.321  2.869  2.710  2.297  1.784  1.326  0.951
  675.0   99  1.3429 -9.184e-04  0.064  0.160    1.60  1.3914  1.705  0.278  0.994  0.759  1.000  2.276  2.730  2.483  2.025  1.508  1.078  0.742
  800.0   99  1.3410 -6.260e-04  0.064  0.160    1.60  1.0376  1.271  0.278  0.995  0.730  1.000  2.189  2.500  2.132  1.630  1.134  0.763  0.493
  870.0   99  1.3400 -7.399e-04  0.064  0.160    1.60  0.8838  1.082  0.278  0.994  0.713  1.000  2.138  2.377  1.955  1.443  0.967  0.630  0.394
 1000.0   99  1.3390 -9.730e-04  0.064  0.160    1.60  0.6661  0.816  0.278  0.991  0.679  1.000  2.038  2.161  1.662  1.150  0.722  0.443  0.261
 1020.0   99  1.3387 -9.849e-04  0.064  0.160    1.60  0.6379  0.782  0.278  0.991  0.674  1.000  2.022  2.130  1.622  1.111  0.691  0.420  0.245
55555.6   99  1.5560 -3.400e-01  0.064  0.160    1.60  0.0324  0.040  0.278  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
23529.4   99  1.5447 -3.571e-01  0.064  0.160    1.60  0.0512  0.063  0.278  0.001  0.008  1.000  0.024  0.500  0.005  0.000  0.000  0.000  0.000
17699.1   99  1.4503 -4.144e-01  0.064  0.160    1.60  0.0852  0.104  0.278  0.001  0.013  1.000  0.039  0.501  0.008  0.000  0.000  0.000  0.000
15037.6   99  1.2810 -3.909e-01  0.064  0.160    1.60  0.1073  0.131  0.278  0.002  0.017  1.000  0.050  0.501  0.011  0.000  0.000  0.000  0.000
13157.9   99  1.1847 -3.010e-01  0.064  0.160    1.60  0.0999  0.122  0.278  0.002  0.021  1.000  0.062  0.502  0.015  0.000  0.000  0.000  0.000
11111.1   99  1.1809 -1.024e-01  0.064  0.160    1.60  0.0401  0.049  0.278  0.003  0.029  1.000  0.088  0.504  0.020  0.001  0.000  0.000  0.000
 9708.7   99  1.2744 -4.969e-02  0.064  0.160    1.60  0.0216  0.027  0.278  0.014  0.040  1.000  0.118  0.506  0.026  0.001  0.000  0.000  0.000
 8849.6   99  1.3572 -5.682e-02  0.064  0.160    1.60  0.0262  0.032  0.278  0.028  0.049  1.000  0.148  0.510  0.031  0.002  0.000  0.000  0.000
 7782.1   99  1.2952 -3.595e-02  0.064  0.160    1.60  0.0200  0.025  0.278  0.041  0.060  1.000  0.180  0.514  0.039  0.003  0.000  0.000  0.000
 6968.6   99  1.3158 -2.758e-02  0.064  0.160    1.60  0.0175  0.022  0.278  0.074  0.074  1.000  0.222  0.521  0.048  0.004  0.000  0.000  0.000
 6097.6   99  1.3214 -9.760e-02  0.064  0.160    1.60  0.0690  0.085  0.278  0.034  0.093  1.000  0.278  0.532  0.061  0.007  0.001  0.000  0.000
 5154.6   99  1.3333 -4.667e-03  0.064  0.160    1.60  0.0091  0.011  0.278  0.343  0.126  1.000  0.376  0.558  0.085  0.012  0.002  0.000  0.000
 4618.9   99  1.3371 -1.552e-02  0.064  0.160    1.60  0.0216  0.027  0.278  0.359  0.150  1.000  0.449  0.581  0.105  0.017  0.003  0.001  0.000
 4319.7   99  1.3453 -9.664e-03  0.064  0.160    1.60  0.0195  0.024  0.278  0.508  0.167  1.000  0.501  0.599  0.119  0.022  0.004  0.001  0.000
 4016.1   99  1.3573 -4.756e-03  0.064  0.160    1.60  0.0190  0.023  0.278  0.730  0.188  1.000  0.563  0.624  0.137  0.028  0.006  0.001  0.000
 3418.8   99  1.4156 -1.815e-02  0.064  0.160    1.60  0.0557  0.068  0.278  0.591  0.243  1.000  0.727  0.694  0.185  0.046  0.011  0.003  0.001
 3444.7   99  1.4106 -1.487e-02  0.064  0.160    1.60  0.0499  0.061  0.278  0.632  0.240  1.000  0.719  0.690  0.183  0.045  0.011  0.003  0.001
 2777.0   99  1.2875 -2.127e-01  0.064  0.160    1.60  0.3370  0.412  0.278  0.367  0.279  1.000  0.837  0.772  0.270  0.084  0.025  0.008  0.002
 2320.2   99  1.2839  4.038e-02  0.064  0.160    1.60  0.0000  0.000  0.278  1.000  0.375  1.000  1.125  0.976  0.418  0.161  0.059  0.022  0.009
 2044.2   99  1.3099  3.725e-03  0.064  0.160    1.60  0.0884  0.109  0.278  0.969  0.426  1.000  1.278  1.109  0.529  0.229  0.093  0.038  0.016
 1778.4   99  1.3220 -2.020e-03  0.064  0.160    1.60  0.1512  0.185  0.278  0.975  0.483  1.000  1.450  1.283  0.685  0.332  0.148  0.068  0.030
 1455.2   99  1.3339 -1.801e-03  0.064  0.160    1.60  0.2738  0.335  0.278  0.977  0.561  1.000  1.684  1.569  0.965  0.541  0.275  0.140  0.069
 1270.3   99  1.3349 -1.277e-03  0.064  0.160    1.60  0.3823  0.468  0.278  0.985  0.609  1.000  1.826  1.780  1.198  0.729  0.402  0.221  0.117
  944.3   99  1.3397 -9.042e-04  0.064  0.160    1.60  0.7521  0.921  0.278  0.992  0.693  1.000  2.081  2.251  1.781  1.266  0.817  0.514  0.311
  693.5   99  1.3429 -5.590e-04  0.064  0.160    1.60  1.3338  1.634  0.278  0.996  0.755  1.000  2.263  2.695  2.427  1.960  1.444  1.023  0.697
  527.1   99  1.3458 -2.209e-02  0.064  0.160    1.60  1.9617  2.403  0.278  0.864  0.799  1.000  2.398  3.036  2.993  2.639  2.148  1.666  1.252
  399.8   99  1.3510 -3.334e-02  0.064  0.160    1.60  2.4839  3.043  0.278  0.810  0.827  1.000  2.482  3.296  3.474  3.295  2.913  2.458  2.015
  329.1   99  1.3563 -4.669e-02  0.064  0.160    1.60  2.6940  3.300  0.278  0.744  0.844  1.000  2.533  3.452  3.785  3.759  3.501  3.121  2.708
  229.8   99  1.3749 -7.978e-02  0.064  0.160    1.60  2.7134  3.324  0.278  0.616  0.872  1.000  2.617  3.724  4.357  4.660  4.717  4.593  4.357
 7082.2   99  1.3171 -3.112e-02  0.064  0.160    1.60  0.0193  0.024  0.278  0.067  0.072  1.000  0.216  0.520  0.047  0.004  0.000  0.000  0.000
