soot_anth RRTMG LUT interpolated from GADS (DAR 06/2015)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 3444.7   80  1.7692 -5.636e-01  0.030  0.036    1.60  0.1032  0.688  0.063  0.005  0.021  1.000  0.060  0.501  0.010  0.000  0.000  0.000  0.000
 2777.0   80  1.7383 -5.387e-01  0.030  0.036    1.60  0.1275  0.849  0.063  0.008  0.030  1.000  0.090  0.502  0.014  0.000  0.000  0.000  0.000
 2320.2   80  1.7298 -5.083e-01  0.030  0.036    1.60  0.1483  0.987  0.063  0.013  0.042  1.000  0.127  0.505  0.021  0.001  0.000  0.000  0.000
 2044.2   80  1.7221 -4.992e-01  0.030  0.036    1.60  0.1689  1.125  0.063  0.019  0.053  1.000  0.159  0.508  0.027  0.001  0.000  0.000  0.000
 1778.4   80  1.7157 -4.898e-01  0.030  0.036    1.60  0.1958  1.305  0.063  0.028  0.067  1.000  0.202  0.514  0.034  0.002  0.000  0.000  0.000
 1455.2   80  1.6996 -4.643e-01  0.030  0.036    1.60  0.2403  1.601  0.063  0.045  0.094  1.000  0.281  0.526  0.050  0.005  0.000  0.000  0.000
 1270.3   80  1.6952 -4.576e-01  0.030  0.036    1.60  0.2823  1.881  0.063  0.062  0.116  1.000  0.347  0.538  0.062  0.008  0.001  0.000  0.000
  944.3   80  1.6914 -4.444e-01  0.030  0.036    1.60  0.4111  2.739  0.063  0.115  0.176  1.000  0.528  0.585  0.105  0.019  0.003  0.000  0.000
  693.5   80  1.6888 -4.376e-01  0.030  0.036    1.60  0.6309  4.204  0.063  0.188  0.255  1.000  0.767  0.677  0.183  0.047  0.011  0.003  0.001
  527.1   80  1.6888 -4.582e-01  0.030  0.036    1.60  0.9542  6.358  0.063  0.254  0.334  1.000  1.001  0.809  0.299  0.103  0.032  0.011  0.004
  399.8   80  1.6888 -4.670e-01  0.030  0.036    1.60  1.3565  9.038  0.063  0.316  0.420  1.000  1.262  1.017  0.490  0.214  0.084  0.034  0.014
  329.1   80  1.6928 -4.767e-01  0.030  0.036    1.60  1.6728 11.145  0.063  0.354  0.481  1.000  1.442  1.205  0.675  0.339  0.153  0.070  0.031
  229.8   80  1.5933 -4.537e-01  0.030  0.036    1.60  1.9681 13.112  0.063  0.377  0.586  1.000  1.759  1.661  1.159  0.713  0.402  0.221  0.119
 7082.2   80  1.8844 -6.562e-01  0.030  0.036    1.60  0.0513  0.342  0.063  0.001  0.005  1.000  0.015  0.500  0.002  0.000  0.000  0.000  0.000
  300.0   90  1.5519 -3.010e-01  0.030  0.042    1.60  1.6316  9.318  0.073  0.405  0.596  1.000  1.788  1.665  1.130  0.677  0.372  0.200  0.106
  400.0   90  1.5560 -2.940e-01  0.030  0.042    1.60  1.1959  6.829  0.073  0.355  0.502  1.000  1.507  1.276  0.712  0.354  0.161  0.073  0.033
  440.0   90  1.5561 -2.917e-01  0.030  0.042    1.60  1.0595  6.050  0.073  0.335  0.470  1.000  1.408  1.167  0.605  0.281  0.119  0.051  0.022
  500.0   90  1.5560 -2.880e-01  0.030  0.042    1.60  0.8895  5.080  0.073  0.306  0.425  1.000  1.276  1.037  0.483  0.203  0.078  0.031  0.012
  550.0   90  1.5560 -2.880e-01  0.030  0.042    1.60  0.7802  4.455  0.073  0.281  0.392  1.000  1.175  0.951  0.407  0.158  0.056  0.021  0.008
  600.0   90  1.5560 -2.780e-01  0.030  0.042    1.60  0.6751  3.856  0.073  0.263  0.363  1.000  1.088  0.884  0.348  0.125  0.042  0.014  0.005
  675.0   90  1.5560 -2.768e-01  0.030  0.042    1.60  0.5668  3.237  0.073  0.231  0.323  1.000  0.969  0.803  0.280  0.090  0.027  0.008  0.002
  800.0   90  1.5560 -2.750e-01  0.030  0.042    1.60  0.4389  2.507  0.073  0.185  0.268  1.000  0.804  0.710  0.204  0.055  0.014  0.004  0.001
  870.0   90  1.5556 -2.768e-01  0.030  0.042    1.60  0.3903  2.229  0.073  0.162  0.242  1.000  0.726  0.673  0.175  0.042  0.010  0.003  0.001
 1000.0   90  1.5600 -2.820e-01  0.030  0.042    1.60  0.3238  1.849  0.073  0.129  0.203  1.000  0.609  0.622  0.135  0.028  0.006  0.001  0.000
 1020.0   90  1.5606 -2.827e-01  0.030  0.042    1.60  0.3154  1.801  0.073  0.125  0.198  1.000  0.593  0.616  0.130  0.026  0.006  0.001  0.000
55555.6   90  1.9133 -6.210e-01  0.030  0.042    1.60  0.0112  0.064  0.073  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   90  1.8583 -5.624e-01  0.030  0.042    1.60  0.0160  0.091  0.073  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   90  1.8170 -5.269e-01  0.030  0.042    1.60  0.0206  0.118  0.073  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   90  1.7915 -5.050e-01  0.030  0.042    1.60  0.0238  0.137  0.073  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
13157.9   90  1.7727 -4.877e-01  0.030  0.042    1.60  0.0268  0.154  0.073  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
11111.1   90  1.7519 -4.679e-01  0.030  0.042    1.60  0.0310  0.177  0.073  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
 9708.7   90  1.7371 -4.560e-01  0.030  0.042    1.60  0.0352  0.201  0.073  0.000  0.003  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
 8849.6   90  1.7244 -4.445e-01  0.030  0.042    1.60  0.0380  0.218  0.073  0.000  0.004  1.000  0.012  0.500  0.002  0.000  0.000  0.000  0.000
 7782.1   90  1.7032 -4.269e-01  0.030  0.042    1.60  0.0423  0.242  0.073  0.001  0.005  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
 6968.6   90  1.6773 -4.111e-01  0.030  0.042    1.60  0.0467  0.267  0.073  0.001  0.007  1.000  0.019  0.500  0.003  0.000  0.000  0.000  0.000
 6097.6   90  1.6677 -3.985e-01  0.030  0.042    1.60  0.0523  0.299  0.073  0.001  0.008  1.000  0.025  0.500  0.004  0.000  0.000  0.000  0.000
 5154.6   90  1.6480 -3.860e-01  0.030  0.042    1.60  0.0611  0.349  0.073  0.002  0.012  1.000  0.036  0.501  0.007  0.000  0.000  0.000  0.000
 4618.9   90  1.6357 -3.785e-01  0.030  0.042    1.60  0.0679  0.388  0.073  0.003  0.014  1.000  0.044  0.501  0.008  0.000  0.000  0.000  0.000
 4319.7   90  1.6304 -3.753e-01  0.030  0.042    1.60  0.0726  0.414  0.073  0.003  0.016  1.000  0.050  0.501  0.008  0.000  0.000  0.000  0.000
 4016.1   90  1.6254 -3.713e-01  0.030  0.042    1.60  0.0776  0.443  0.073  0.004  0.019  1.000  0.058  0.501  0.010  0.000  0.000  0.000  0.000
 3418.8   90  1.6056 -3.536e-01  0.030  0.042    1.60  0.0889  0.508  0.073  0.006  0.026  1.000  0.078  0.502  0.014  0.000  0.000  0.000  0.000
 3444.7   90  1.6066 -3.551e-01  0.030  0.042    1.60  0.0885  0.506  0.073  0.006  0.025  1.000  0.077  0.502  0.013  0.000  0.000  0.000  0.000
 2777.0   90  1.5871 -3.388e-01  0.030  0.042    1.60  0.1081  0.618  0.073  0.010  0.038  1.000  0.115  0.505  0.021  0.001  0.000  0.000  0.000
 2320.2   90  1.5818 -3.203e-01  0.030  0.042    1.60  0.1252  0.715  0.073  0.017  0.054  1.000  0.161  0.509  0.029  0.002  0.000  0.000  0.000
 2044.2   90  1.5770 -3.148e-01  0.030  0.042    1.60  0.1424  0.814  0.073  0.025  0.068  1.000  0.201  0.515  0.036  0.003  0.000  0.000  0.000
 1778.4   90  1.5729 -3.082e-01  0.030  0.042    1.60  0.1651  0.943  0.073  0.035  0.085  1.000  0.255  0.524  0.048  0.004  0.000  0.000  0.000
 1455.2   90  1.5628 -2.923e-01  0.030  0.042    1.60  0.2022  1.155  0.073  0.058  0.117  1.000  0.353  0.544  0.068  0.008  0.001  0.000  0.000
 1270.3   90  1.5600 -2.883e-01  0.030  0.042    1.60  0.2382  1.361  0.073  0.079  0.144  1.000  0.434  0.565  0.087  0.012  0.002  0.000  0.000
  944.3   90  1.5576 -2.799e-01  0.030  0.042    1.60  0.3497  1.997  0.073  0.142  0.218  1.000  0.655  0.641  0.150  0.033  0.008  0.001  0.001
  693.5   90  1.5560 -2.754e-01  0.030  0.042    1.60  0.5426  3.099  0.073  0.224  0.314  1.000  0.942  0.787  0.267  0.083  0.025  0.007  0.002
  527.1   90  1.5560 -2.888e-01  0.030  0.042    1.60  0.8287  4.732  0.073  0.292  0.406  1.000  1.220  0.988  0.439  0.177  0.065  0.025  0.010
  399.8   90  1.5560 -2.940e-01  0.030  0.042    1.60  1.1968  6.834  0.073  0.355  0.502  1.000  1.508  1.277  0.713  0.355  0.161  0.073  0.033
  329.1   90  1.5585 -3.007e-01  0.030  0.042    1.60  1.4970  8.549  0.073  0.392  0.566  1.000  1.697  1.521  0.968  0.545  0.279  0.141  0.070
  229.8   90  1.4958 -2.860e-01  0.030  0.042    1.60  1.8087 10.330  0.073  0.420  0.664  1.000  1.994  2.032  1.563  1.057  0.659  0.397  0.232
 7082.2   90  1.6791 -4.135e-01  0.030  0.042    1.60  0.0461  0.264  0.073  0.001  0.006  1.000  0.019  0.500  0.003  0.000  0.000  0.000  0.000
  300.0   95  1.5104 -2.440e-01  0.030  0.045    1.60  1.5751  8.396  0.078  0.432  0.628  1.000  1.884  1.817  1.293  0.810  0.467  0.263  0.144
  400.0   95  1.5137 -2.390e-01  0.030  0.045    1.60  1.1407  6.080  0.078  0.382  0.536  1.000  1.608  1.402  0.830  0.436  0.210  0.100  0.047
  440.0   95  1.5138 -2.376e-01  0.030  0.045    1.60  1.0069  5.367  0.078  0.362  0.503  1.000  1.509  1.282  0.707  0.348  0.156  0.071  0.032
  500.0   95  1.5137 -2.340e-01  0.030  0.045    1.60  0.8416  4.486  0.078  0.333  0.458  1.000  1.373  1.136  0.567  0.254  0.105  0.043  0.018
  550.0   95  1.5137 -2.340e-01  0.030  0.045    1.60  0.7355  3.920  0.078  0.307  0.423  1.000  1.269  1.038  0.478  0.199  0.076  0.030  0.012
  600.0   95  1.5137 -2.260e-01  0.030  0.045    1.60  0.6351  3.385  0.078  0.289  0.393  1.000  1.178  0.960  0.409  0.158  0.056  0.021  0.008
  675.0   95  1.5137 -2.252e-01  0.030  0.045    1.60  0.5310  2.830  0.078  0.256  0.351  1.000  1.052  0.866  0.329  0.114  0.037  0.013  0.004
  800.0   95  1.5137 -2.240e-01  0.030  0.045    1.60  0.4088  2.179  0.078  0.208  0.292  1.000  0.877  0.755  0.239  0.070  0.019  0.006  0.002
  870.0   95  1.5134 -2.251e-01  0.030  0.045    1.60  0.3624  1.932  0.078  0.184  0.265  1.000  0.795  0.711  0.205  0.055  0.014  0.004  0.001
 1000.0   95  1.5170 -2.290e-01  0.030  0.045    1.60  0.2993  1.595  0.078  0.146  0.223  1.000  0.668  0.651  0.157  0.035  0.008  0.002  0.000
 1020.0   95  1.5175 -2.295e-01  0.030  0.045    1.60  0.2913  1.552  0.078  0.141  0.217  1.000  0.651  0.644  0.151  0.033  0.007  0.002  0.000
55555.6   95  1.8043 -5.050e-01  0.030  0.045    1.60  0.0108  0.058  0.078  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   95  1.7595 -4.576e-01  0.030  0.045    1.60  0.0152  0.081  0.078  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   95  1.7260 -4.282e-01  0.030  0.045    1.60  0.0195  0.105  0.078  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   95  1.7052 -4.110e-01  0.030  0.045    1.60  0.0225  0.120  0.078  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
13157.9   95  1.6899 -3.964e-01  0.030  0.045    1.60  0.0253  0.135  0.078  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
11111.1   95  1.6730 -3.807e-01  0.030  0.045    1.60  0.0291  0.155  0.078  0.000  0.003  1.000  0.009  0.500  0.002  0.000  0.000  0.000  0.000
 9708.7   95  1.6611 -3.711e-01  0.030  0.045    1.60  0.0329  0.175  0.078  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
 8849.6   95  1.6507 -3.615e-01  0.030  0.045    1.60  0.0355  0.189  0.078  0.000  0.004  1.000  0.013  0.500  0.003  0.000  0.000  0.000  0.000
 7782.1   95  1.6335 -3.472e-01  0.030  0.045    1.60  0.0393  0.209  0.078  0.001  0.006  1.000  0.018  0.500  0.003  0.000  0.000  0.000  0.000
 6968.6   95  1.6125 -3.344e-01  0.030  0.045    1.60  0.0431  0.229  0.078  0.001  0.007  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
 6097.6   95  1.6046 -3.240e-01  0.030  0.045    1.60  0.0482  0.257  0.078  0.001  0.010  1.000  0.029  0.500  0.005  0.000  0.000  0.000  0.000
 5154.6   95  1.5886 -3.135e-01  0.030  0.045    1.60  0.0561  0.300  0.078  0.002  0.013  1.000  0.040  0.501  0.007  0.000  0.000  0.000  0.000
 4618.9   95  1.5785 -3.081e-01  0.030  0.045    1.60  0.0622  0.332  0.078  0.003  0.016  1.000  0.049  0.501  0.009  0.000  0.000  0.000  0.000
 4319.7   95  1.5742 -3.056e-01  0.030  0.045    1.60  0.0664  0.354  0.078  0.003  0.019  1.000  0.056  0.501  0.010  0.000  0.000  0.000  0.000
 4016.1   95  1.5701 -3.023e-01  0.030  0.045    1.60  0.0711  0.379  0.078  0.004  0.022  1.000  0.064  0.502  0.012  0.000  0.000  0.000  0.000
 3418.8   95  1.5541 -2.873e-01  0.030  0.045    1.60  0.0810  0.432  0.078  0.007  0.029  1.000  0.088  0.503  0.016  0.000  0.000  0.000  0.000
 3444.7   95  1.5548 -2.885e-01  0.030  0.045    1.60  0.0807  0.430  0.078  0.007  0.029  1.000  0.086  0.503  0.016  0.000  0.000  0.000  0.000
 2777.0   95  1.5390 -2.757e-01  0.030  0.045    1.60  0.0984  0.524  0.078  0.013  0.043  1.000  0.130  0.507  0.024  0.001  0.000  0.000  0.000
 2320.2   95  1.5346 -2.600e-01  0.030  0.045    1.60  0.1139  0.607  0.078  0.021  0.059  1.000  0.179  0.513  0.033  0.002  0.000  0.000  0.000
 2044.2   95  1.5307 -2.556e-01  0.030  0.045    1.60  0.1297  0.691  0.078  0.029  0.074  1.000  0.223  0.519  0.042  0.003  0.000  0.000  0.000
 1778.4   95  1.5274 -2.509e-01  0.030  0.045    1.60  0.1505  0.803  0.078  0.041  0.094  1.000  0.283  0.529  0.054  0.005  0.001  0.000  0.000
 1455.2   95  1.5192 -2.376e-01  0.030  0.045    1.60  0.1849  0.986  0.078  0.068  0.130  1.000  0.391  0.555  0.078  0.010  0.001  0.000  0.000
 1270.3   95  1.5170 -2.343e-01  0.030  0.045    1.60  0.2185  1.165  0.078  0.092  0.160  1.000  0.480  0.580  0.101  0.016  0.003  0.001  0.000
  944.3   95  1.5150 -2.273e-01  0.030  0.045    1.60  0.3238  1.726  0.078  0.161  0.240  1.000  0.719  0.674  0.175  0.042  0.010  0.002  0.000
  693.5   95  1.5137 -2.243e-01  0.030  0.045    1.60  0.5079  2.707  0.078  0.249  0.341  1.000  1.024  0.847  0.313  0.106  0.033  0.011  0.004
  527.1   95  1.5137 -2.346e-01  0.030  0.045    1.60  0.7825  4.170  0.078  0.318  0.439  1.000  1.315  1.080  0.516  0.222  0.088  0.035  0.014
  399.8   95  1.5137 -2.390e-01  0.030  0.045    1.60  1.1416  6.085  0.078  0.382  0.536  1.000  1.609  1.403  0.831  0.437  0.210  0.100  0.047
  329.1   95  1.5158 -2.440e-01  0.030  0.045    1.60  1.4388  7.669  0.078  0.419  0.598  1.000  1.796  1.667  1.117  0.659  0.356  0.189  0.097
  229.8   95  1.4648 -2.324e-01  0.030  0.045    1.60  1.7666  9.416  0.078  0.448  0.693  1.000  2.079  2.190  1.753  1.233  0.801  0.500  0.304
 7082.2   95  1.6139 -3.361e-01  0.030  0.045    1.60  0.0426  0.227  0.078  0.001  0.007  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
  300.0   99  1.4188 -1.200e-01  0.030  0.057    1.60  1.5129  6.366  0.099  0.561  0.713  1.000  2.140  2.309  1.889  1.364  0.907  0.581  0.361
  400.0   99  1.4204 -1.180e-01  0.030  0.057    1.60  1.0537  4.434  0.099  0.519  0.635  1.000  1.905  1.853  1.304  0.812  0.464  0.259  0.141
  440.0   99  1.4204 -1.164e-01  0.030  0.057    1.60  0.9176  3.862  0.099  0.501  0.604  1.000  1.814  1.707  1.134  0.669  0.361  0.191  0.099
  500.0   99  1.4204 -1.150e-01  0.030  0.057    1.60  0.7530  3.169  0.099  0.472  0.561  1.000  1.684  1.519  0.929  0.506  0.253  0.125  0.061
  550.0   99  1.4204 -1.150e-01  0.030  0.057    1.60  0.6477  2.726  0.099  0.447  0.527  1.000  1.581  1.386  0.793  0.406  0.190  0.089  0.041
  600.0   99  1.4204 -1.110e-01  0.030  0.057    1.60  0.5538  2.331  0.099  0.429  0.495  1.000  1.485  1.275  0.683  0.329  0.145  0.065  0.028
  675.0   99  1.4204 -1.106e-01  0.030  0.057    1.60  0.4537  1.909  0.099  0.393  0.450  1.000  1.349  1.135  0.553  0.243  0.099  0.040  0.017
  800.0   99  1.4204 -1.100e-01  0.030  0.057    1.60  0.3385  1.424  0.099  0.337  0.384  1.000  1.152  0.961  0.403  0.153  0.054  0.020  0.007
  870.0   99  1.4203 -1.105e-01  0.030  0.057    1.60  0.2948  1.240  0.099  0.306  0.352  1.000  1.056  0.889  0.344  0.120  0.040  0.014  0.005
 1000.0   99  1.4220 -1.130e-01  0.030  0.057    1.60  0.2366  0.996  0.099  0.256  0.301  1.000  0.903  0.787  0.262  0.080  0.023  0.007  0.002
 1020.0   99  1.4222 -1.133e-01  0.030  0.057    1.60  0.2294  0.966  0.099  0.249  0.294  1.000  0.882  0.774  0.252  0.075  0.021  0.006  0.002
55555.6   99  1.5634 -2.480e-01  0.030  0.057    1.60  0.0084  0.035  0.099  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   99  1.5414 -2.253e-01  0.030  0.057    1.60  0.0115  0.048  0.099  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   99  1.5248 -2.107e-01  0.030  0.057    1.60  0.0145  0.061  0.099  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   99  1.5146 -2.020e-01  0.030  0.057    1.60  0.0164  0.070  0.099  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
13157.9   99  1.5071 -1.957e-01  0.030  0.057    1.60  0.0183  0.077  0.099  0.000  0.003  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
11111.1   99  1.4988 -1.873e-01  0.030  0.057    1.60  0.0209  0.088  0.099  0.000  0.005  1.000  0.014  0.500  0.003  0.000  0.000  0.000  0.000
 9708.7   99  1.4929 -1.828e-01  0.030  0.057    1.60  0.0236  0.099  0.099  0.001  0.006  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
 8849.6   99  1.4877 -1.780e-01  0.030  0.057    1.60  0.0253  0.107  0.099  0.001  0.007  1.000  0.021  0.500  0.004  0.000  0.000  0.000  0.000
 7782.1   99  1.4793 -1.701e-01  0.030  0.057    1.60  0.0278  0.117  0.099  0.001  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
 6968.6   99  1.4690 -1.642e-01  0.030  0.057    1.60  0.0302  0.127  0.099  0.002  0.011  1.000  0.033  0.500  0.006  0.000  0.000  0.000  0.000
 6097.6   99  1.4651 -1.595e-01  0.030  0.057    1.60  0.0337  0.142  0.099  0.003  0.014  1.000  0.044  0.501  0.009  0.000  0.000  0.000  0.000
 5154.6   99  1.4572 -1.546e-01  0.030  0.057    1.60  0.0390  0.164  0.099  0.005  0.020  1.000  0.060  0.502  0.011  0.000  0.000  0.000  0.000
 4618.9   99  1.4523 -1.517e-01  0.030  0.057    1.60  0.0431  0.181  0.099  0.007  0.025  1.000  0.074  0.503  0.014  0.000  0.000  0.000  0.000
 4319.7   99  1.4502 -1.500e-01  0.030  0.057    1.60  0.0460  0.194  0.099  0.008  0.028  1.000  0.085  0.503  0.016  0.000  0.000  0.000  0.000
 4016.1   99  1.4482 -1.481e-01  0.030  0.057    1.60  0.0491  0.207  0.099  0.009  0.033  1.000  0.097  0.504  0.019  0.001  0.000  0.000  0.000
 3418.8   99  1.4403 -1.416e-01  0.030  0.057    1.60  0.0559  0.235  0.099  0.015  0.043  1.000  0.131  0.507  0.025  0.001  0.000  0.000  0.000
 3444.7   99  1.4406 -1.420e-01  0.030  0.057    1.60  0.0557  0.234  0.099  0.014  0.043  1.000  0.129  0.506  0.025  0.001  0.000  0.000  0.000
 2777.0   99  1.4328 -1.360e-01  0.030  0.057    1.60  0.0680  0.286  0.099  0.026  0.064  1.000  0.191  0.514  0.038  0.003  0.000  0.000  0.000
 2320.2   99  1.4307 -1.282e-01  0.030  0.057    1.60  0.0796  0.335  0.099  0.044  0.087  1.000  0.262  0.527  0.053  0.005  0.000  0.000  0.000
 2044.2   99  1.4288 -1.253e-01  0.030  0.057    1.60  0.0915  0.385  0.099  0.061  0.108  1.000  0.324  0.541  0.067  0.007  0.001  0.000  0.000
 1778.4   99  1.4272 -1.234e-01  0.030  0.057    1.60  0.1077  0.454  0.099  0.085  0.136  1.000  0.407  0.563  0.087  0.012  0.002  0.000  0.000
 1455.2   99  1.4231 -1.172e-01  0.030  0.057    1.60  0.1361  0.573  0.099  0.133  0.183  1.000  0.550  0.612  0.127  0.024  0.005  0.001  0.000
 1270.3   99  1.4220 -1.151e-01  0.030  0.057    1.60  0.1646  0.692  0.099  0.173  0.222  1.000  0.665  0.660  0.165  0.038  0.008  0.002  0.001
  944.3   99  1.4210 -1.119e-01  0.030  0.057    1.60  0.2589  1.089  0.099  0.276  0.321  1.000  0.965  0.826  0.293  0.095  0.029  0.009  0.003
  693.5   99  1.4204 -1.101e-01  0.030  0.057    1.60  0.4321  1.818  0.099  0.386  0.440  1.000  1.318  1.105  0.527  0.227  0.090  0.036  0.015
  527.1   99  1.4204 -1.154e-01  0.030  0.057    1.60  0.6937  2.920  0.099  0.458  0.542  1.000  1.627  1.444  0.852  0.448  0.216  0.104  0.049
  399.8   99  1.4204 -1.180e-01  0.030  0.057    1.60  1.0546  4.438  0.099  0.519  0.635  1.000  1.906  1.854  1.305  0.813  0.465  0.260  0.141
  329.1   99  1.4214 -1.199e-01  0.030  0.057    1.60  1.3620  5.731  0.099  0.549  0.689  1.000  2.068  2.155  1.680  1.155  0.730  0.445  0.263
  229.8   99  1.3964 -1.142e-01  0.030  0.057    1.60  1.7719  7.456  0.099  0.583  0.763  1.000  2.288  2.660  2.392  1.900  1.393  0.976  0.664
 7082.2   99  1.4697 -1.651e-01  0.030  0.057    1.60  0.0299  0.125  0.099  0.002  0.010  1.000  0.032  0.500  0.006  0.000  0.000  0.000  0.000
