soot_bb RRTMG LUT interpolated from GADS (DAR 06/2015)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 2044.2   80  1.7221 -4.992e-01  0.070  0.084    1.40  0.3294  1.231  0.111  0.051  0.067  1.000  0.202  0.510  0.034  0.002  0.000  0.000  0.000
 1778.4   80  1.7157 -4.898e-01  0.070  0.084    1.40  0.3914  1.463  0.111  0.072  0.087  1.000  0.261  0.517  0.044  0.003  0.000  0.000  0.000
 1455.2   80  1.6996 -4.643e-01  0.070  0.084    1.40  0.4994  1.867  0.111  0.112  0.124  1.000  0.374  0.534  0.064  0.006  0.000  0.000  0.000
 1270.3   80  1.6952 -4.576e-01  0.070  0.084    1.40  0.6037  2.256  0.111  0.145  0.158  1.000  0.473  0.554  0.083  0.009  0.001  0.000  0.000
  944.3   80  1.6914 -4.444e-01  0.070  0.084    1.40  0.9244  3.455  0.111  0.232  0.251  1.000  0.755  0.638  0.152  0.029  0.004  0.001  0.000
  693.5   80  1.6888 -4.376e-01  0.070  0.084    1.40  1.4101  5.270  0.111  0.320  0.376  1.000  1.127  0.830  0.305  0.092  0.022  0.005  0.001
  527.1   80  1.6888 -4.582e-01  0.070  0.084    1.40  1.9420  7.258  0.111  0.378  0.490  1.000  1.471  1.138  0.577  0.242  0.081  0.026  0.008
  399.8   80  1.6888 -4.670e-01  0.070  0.084    1.40  2.3836  8.909  0.111  0.422  0.600  1.000  1.800  1.609  1.057  0.577  0.266  0.114  0.045
  329.1   80  1.6928 -4.767e-01  0.070  0.084    1.40  2.5988  9.713  0.111  0.443  0.664  1.000  1.992  2.003  1.522  0.968  0.533  0.270  0.124
  229.8   80  1.5933 -4.537e-01  0.070  0.084    1.40  2.6260  9.815  0.111  0.450  0.757  1.000  2.271  2.707  2.494  1.966  1.385  0.898  0.543
 7082.2   80  1.8844 -6.562e-01  0.070  0.084    1.40  0.0923  0.345  0.111  0.002  0.006  1.000  0.019  0.500  0.003  0.000  0.000  0.000  0.000
  300.0   90  1.5519 -3.010e-01  0.070  0.098    1.40  2.5507  8.172  0.130  0.482  0.757  1.000  2.270  2.619  2.327  1.760  1.190  0.741  0.431
  400.0   90  1.5560 -2.940e-01  0.070  0.098    1.40  2.2120  7.086  0.130  0.460  0.679  1.000  2.038  2.018  1.481  0.908  0.483  0.239  0.109
  440.0   90  1.5561 -2.917e-01  0.070  0.098    1.40  2.0589  6.596  0.130  0.448  0.648  1.000  1.943  1.819  1.240  0.702  0.341  0.154  0.064
  500.0   90  1.5560 -2.880e-01  0.070  0.098    1.40  1.8340  5.875  0.130  0.429  0.601  1.000  1.803  1.567  0.958  0.486  0.208  0.083  0.031
  550.0   90  1.5560 -2.880e-01  0.070  0.098    1.40  1.6640  5.331  0.130  0.410  0.562  1.000  1.686  1.392  0.781  0.362  0.139  0.051  0.017
  600.0   90  1.5560 -2.780e-01  0.070  0.098    1.40  1.4915  4.778  0.130  0.397  0.525  1.000  1.576  1.249  0.642  0.273  0.095  0.031  0.010
  675.0   90  1.5560 -2.768e-01  0.070  0.098    1.40  1.2840  4.113  0.130  0.369  0.472  1.000  1.415  1.076  0.490  0.183  0.056  0.016  0.004
  800.0   90  1.5560 -2.750e-01  0.070  0.098    1.40  1.0109  3.239  0.130  0.323  0.392  1.000  1.177  0.879  0.329  0.099  0.024  0.006  0.001
  870.0   90  1.5556 -2.768e-01  0.070  0.098    1.40  0.8965  2.872  0.130  0.297  0.353  1.000  1.060  0.802  0.271  0.072  0.016  0.004  0.001
 1000.0   90  1.5600 -2.820e-01  0.070  0.098    1.40  0.7349  2.354  0.130  0.254  0.292  1.000  0.875  0.702  0.197  0.043  0.008  0.001  0.000
 1020.0   90  1.5606 -2.827e-01  0.070  0.098    1.40  0.7141  2.287  0.130  0.248  0.284  1.000  0.850  0.690  0.189  0.040  0.007  0.001  0.000
55555.6   90  1.9133 -6.210e-01  0.070  0.098    1.40  0.0199  0.064  0.130  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   90  1.8583 -5.624e-01  0.070  0.098    1.40  0.0283  0.091  0.130  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   90  1.8170 -5.269e-01  0.070  0.098    1.40  0.0368  0.118  0.130  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   90  1.7915 -5.050e-01  0.070  0.098    1.40  0.0426  0.137  0.130  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
13157.9   90  1.7727 -4.877e-01  0.070  0.098    1.40  0.0479  0.153  0.130  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
11111.1   90  1.7519 -4.679e-01  0.070  0.098    1.40  0.0556  0.178  0.130  0.001  0.003  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
 9708.7   90  1.7371 -4.560e-01  0.070  0.098    1.40  0.0631  0.202  0.130  0.001  0.004  1.000  0.012  0.500  0.002  0.000  0.000  0.000  0.000
 8849.6   90  1.7244 -4.445e-01  0.070  0.098    1.40  0.0683  0.218  0.130  0.001  0.005  1.000  0.016  0.500  0.003  0.000  0.000  0.000  0.000
 7782.1   90  1.7032 -4.269e-01  0.070  0.098    1.40  0.0762  0.244  0.130  0.002  0.006  1.000  0.019  0.500  0.003  0.000  0.000  0.000  0.000
 6968.6   90  1.6773 -4.111e-01  0.070  0.098    1.40  0.0840  0.269  0.130  0.002  0.008  1.000  0.024  0.500  0.005  0.000  0.000  0.000  0.000
 6097.6   90  1.6677 -3.985e-01  0.070  0.098    1.40  0.0944  0.303  0.130  0.003  0.010  1.000  0.031  0.500  0.005  0.000  0.000  0.000  0.000
 5154.6   90  1.6480 -3.860e-01  0.070  0.098    1.40  0.1110  0.355  0.130  0.006  0.014  1.000  0.043  0.501  0.008  0.000  0.000  0.000  0.000
 4618.9   90  1.6357 -3.785e-01  0.070  0.098    1.40  0.1237  0.396  0.130  0.007  0.018  1.000  0.053  0.501  0.009  0.000  0.000  0.000  0.000
 4319.7   90  1.6304 -3.753e-01  0.070  0.098    1.40  0.1325  0.425  0.130  0.009  0.021  1.000  0.061  0.501  0.011  0.000  0.000  0.000  0.000
 4016.1   90  1.6254 -3.713e-01  0.070  0.098    1.40  0.1424  0.456  0.130  0.011  0.024  1.000  0.070  0.501  0.013  0.000  0.000  0.000  0.000
 3418.8   90  1.6056 -3.536e-01  0.070  0.098    1.40  0.1646  0.527  0.130  0.017  0.033  1.000  0.096  0.503  0.017  0.000  0.000  0.000  0.000
 3444.7   90  1.6066 -3.551e-01  0.070  0.098    1.40  0.1638  0.525  0.130  0.016  0.032  1.000  0.095  0.503  0.016  0.000  0.000  0.000  0.000
 2777.0   90  1.5871 -3.388e-01  0.070  0.098    1.40  0.2036  0.653  0.130  0.030  0.048  1.000  0.143  0.506  0.026  0.001  0.000  0.000  0.000
 2320.2   90  1.5818 -3.203e-01  0.070  0.098    1.40  0.2414  0.773  0.130  0.047  0.068  1.000  0.203  0.510  0.037  0.001  0.000  0.000  0.000
 2044.2   90  1.5770 -3.148e-01  0.070  0.098    1.40  0.2803  0.898  0.130  0.065  0.086  1.000  0.258  0.517  0.046  0.003  0.000  0.000  0.000
 1778.4   90  1.5729 -3.082e-01  0.070  0.098    1.40  0.3333  1.068  0.130  0.092  0.112  1.000  0.334  0.530  0.060  0.005  0.000  0.000  0.000
 1455.2   90  1.5628 -2.923e-01  0.070  0.098    1.40  0.4260  1.365  0.130  0.139  0.159  1.000  0.479  0.560  0.089  0.010  0.001  0.000  0.000
 1270.3   90  1.5600 -2.883e-01  0.070  0.098    1.40  0.5165  1.654  0.130  0.177  0.201  1.000  0.603  0.596  0.118  0.017  0.002  0.000  0.000
  944.3   90  1.5576 -2.799e-01  0.070  0.098    1.40  0.7979  2.556  0.130  0.271  0.317  1.000  0.949  0.739  0.224  0.054  0.010  0.002  0.001
  693.5   90  1.5560 -2.754e-01  0.070  0.098    1.40  1.2359  3.959  0.130  0.363  0.459  1.000  1.378  1.041  0.460  0.166  0.049  0.014  0.003
  527.1   90  1.5560 -2.888e-01  0.070  0.098    1.40  1.7415  5.579  0.130  0.418  0.580  1.000  1.739  1.468  0.856  0.413  0.167  0.064  0.022
  399.8   90  1.5560 -2.940e-01  0.070  0.098    1.40  2.2129  7.089  0.130  0.460  0.679  1.000  2.039  2.019  1.483  0.910  0.484  0.240  0.109
  329.1   90  1.5585 -3.007e-01  0.070  0.098    1.40  2.4731  7.923  0.130  0.478  0.733  1.000  2.199  2.420  2.027  1.431  0.894  0.512  0.272
  229.8   90  1.4958 -2.860e-01  0.070  0.098    1.40  2.5781  8.259  0.130  0.484  0.806  1.000  2.419  3.056  3.026  2.591  2.005  1.432  0.960
 7082.2   90  1.6791 -4.135e-01  0.070  0.098    1.40  0.0830  0.266  0.130  0.002  0.007  1.000  0.023  0.500  0.004  0.000  0.000  0.000  0.000
  300.0   95  1.5104 -2.440e-01  0.070  0.105    1.40  2.5320  7.571  0.139  0.506  0.777  1.000  2.332  2.774  2.554  2.012  1.424  0.930  0.569
  400.0   95  1.5137 -2.390e-01  0.070  0.105    1.40  2.1641  6.471  0.139  0.486  0.707  1.000  2.122  2.191  1.687  1.089  0.616  0.322  0.157
  440.0   95  1.5138 -2.376e-01  0.070  0.105    1.40  2.0038  5.991  0.139  0.475  0.678  1.000  2.035  1.991  1.428  0.856  0.444  0.214  0.095
  500.0   95  1.5137 -2.340e-01  0.070  0.105    1.40  1.7727  5.300  0.139  0.456  0.634  1.000  1.902  1.730  1.119  0.602  0.277  0.119  0.047
  550.0   95  1.5137 -2.340e-01  0.070  0.105    1.40  1.6002  4.785  0.139  0.437  0.597  1.000  1.791  1.544  0.919  0.454  0.189  0.074  0.027
  600.0   95  1.5137 -2.260e-01  0.070  0.105    1.40  1.4292  4.274  0.139  0.425  0.561  1.000  1.684  1.387  0.761  0.346  0.131  0.047  0.015
  675.0   95  1.5137 -2.252e-01  0.070  0.105    1.40  1.2239  3.659  0.139  0.397  0.508  1.000  1.525  1.194  0.583  0.234  0.077  0.024  0.007
  800.0   95  1.5137 -2.240e-01  0.070  0.105    1.40  0.9572  2.862  0.139  0.352  0.427  1.000  1.282  0.965  0.392  0.129  0.035  0.009  0.002
  870.0   95  1.5134 -2.251e-01  0.070  0.105    1.40  0.8460  2.530  0.139  0.325  0.386  1.000  1.160  0.874  0.322  0.095  0.023  0.005  0.001
 1000.0   95  1.5170 -2.290e-01  0.070  0.105    1.40  0.6900  2.063  0.139  0.281  0.322  1.000  0.965  0.753  0.233  0.056  0.011  0.002  0.000
 1020.0   95  1.5175 -2.295e-01  0.070  0.105    1.40  0.6700  2.003  0.139  0.275  0.313  1.000  0.938  0.739  0.223  0.052  0.010  0.002  0.000
55555.6   95  1.8043 -5.050e-01  0.070  0.105    1.40  0.0193  0.058  0.139  0.000  0.000  1.000  0.001  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   95  1.7595 -4.576e-01  0.070  0.105    1.40  0.0272  0.082  0.139  0.000  0.001  1.000  0.003  0.500  0.000  0.000  0.000  0.000  0.000
17699.1   95  1.7260 -4.282e-01  0.070  0.105    1.40  0.0350  0.105  0.139  0.000  0.001  1.000  0.004  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   95  1.7052 -4.110e-01  0.070  0.105    1.40  0.0403  0.121  0.139  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
13157.9   95  1.6899 -3.964e-01  0.070  0.105    1.40  0.0451  0.135  0.139  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
11111.1   95  1.6730 -3.807e-01  0.070  0.105    1.40  0.0521  0.156  0.139  0.001  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
 9708.7   95  1.6611 -3.711e-01  0.070  0.105    1.40  0.0589  0.176  0.139  0.001  0.005  1.000  0.014  0.500  0.002  0.000  0.000  0.000  0.000
 8849.6   95  1.6507 -3.615e-01  0.070  0.105    1.40  0.0636  0.190  0.139  0.001  0.006  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
 7782.1   95  1.6335 -3.472e-01  0.070  0.105    1.40  0.0707  0.212  0.139  0.002  0.007  1.000  0.021  0.500  0.004  0.000  0.000  0.000  0.000
 6968.6   95  1.6125 -3.344e-01  0.070  0.105    1.40  0.0776  0.232  0.139  0.002  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
 6097.6   95  1.6046 -3.240e-01  0.070  0.105    1.40  0.0870  0.260  0.139  0.004  0.012  1.000  0.035  0.500  0.006  0.000  0.000  0.000  0.000
 5154.6   95  1.5886 -3.135e-01  0.070  0.105    1.40  0.1019  0.305  0.139  0.006  0.016  1.000  0.049  0.501  0.008  0.000  0.000  0.000  0.000
 4618.9   95  1.5785 -3.081e-01  0.070  0.105    1.40  0.1134  0.339  0.139  0.008  0.020  1.000  0.060  0.501  0.011  0.000  0.000  0.000  0.000
 4319.7   95  1.5742 -3.056e-01  0.070  0.105    1.40  0.1214  0.363  0.139  0.010  0.023  1.000  0.069  0.501  0.013  0.000  0.000  0.000  0.000
 4016.1   95  1.5701 -3.023e-01  0.070  0.105    1.40  0.1304  0.390  0.139  0.013  0.027  1.000  0.079  0.502  0.015  0.000  0.000  0.000  0.000
 3418.8   95  1.5541 -2.873e-01  0.070  0.105    1.40  0.1504  0.450  0.139  0.019  0.036  1.000  0.108  0.503  0.020  0.001  0.000  0.000  0.000
 3444.7   95  1.5548 -2.885e-01  0.070  0.105    1.40  0.1497  0.448  0.139  0.019  0.035  1.000  0.106  0.503  0.019  0.001  0.000  0.000  0.000
 2777.0   95  1.5390 -2.757e-01  0.070  0.105    1.40  0.1860  0.557  0.139  0.034  0.054  1.000  0.161  0.507  0.030  0.001  0.000  0.000  0.000
 2320.2   95  1.5346 -2.600e-01  0.070  0.105    1.40  0.2211  0.661  0.139  0.056  0.076  1.000  0.227  0.515  0.042  0.002  0.000  0.000  0.000
 2044.2   95  1.5307 -2.556e-01  0.070  0.105    1.40  0.2573  0.769  0.139  0.076  0.096  1.000  0.289  0.523  0.054  0.004  0.000  0.000  0.000
 1778.4   95  1.5274 -2.509e-01  0.070  0.105    1.40  0.3071  0.918  0.139  0.105  0.124  1.000  0.374  0.538  0.070  0.007  0.001  0.000  0.000
 1455.2   95  1.5192 -2.376e-01  0.070  0.105    1.40  0.3947  1.181  0.139  0.158  0.178  1.000  0.533  0.577  0.104  0.013  0.001  0.000  0.000
 1270.3   95  1.5170 -2.343e-01  0.070  0.105    1.40  0.4808  1.438  0.139  0.200  0.223  1.000  0.669  0.622  0.138  0.023  0.003  0.000  0.000
  944.3   95  1.5150 -2.273e-01  0.070  0.105    1.40  0.7507  2.245  0.139  0.299  0.348  1.000  1.043  0.798  0.266  0.070  0.015  0.003  0.001
  693.5   95  1.5137 -2.243e-01  0.070  0.105    1.40  1.1769  3.518  0.139  0.391  0.495  1.000  1.487  1.154  0.548  0.214  0.068  0.021  0.006
  527.1   95  1.5137 -2.346e-01  0.070  0.105    1.40  1.6784  5.018  0.139  0.445  0.614  1.000  1.841  1.625  1.005  0.516  0.225  0.092  0.035
  399.8   95  1.5137 -2.390e-01  0.070  0.105    1.40  2.1651  6.474  0.139  0.486  0.707  1.000  2.123  2.192  1.689  1.091  0.617  0.323  0.158
  329.1   95  1.5158 -2.440e-01  0.070  0.105    1.40  2.4438  7.307  0.139  0.503  0.756  1.000  2.269  2.585  2.253  1.665  1.095  0.662  0.372
  229.8   95  1.4648 -2.324e-01  0.070  0.105    1.40  2.5853  7.731  0.139  0.508  0.823  1.000  2.466  3.180  3.236  2.864  2.301  1.711  1.199
 7082.2   95  1.6139 -3.361e-01  0.070  0.105    1.40  0.0767  0.229  0.139  0.002  0.008  1.000  0.026  0.500  0.005  0.000  0.000  0.000  0.000
  300.0   99  1.4188 -1.200e-01  0.070  0.133    1.40  2.6082  6.157  0.177  0.614  0.824  1.000  2.473  3.186  3.242  2.883  2.339  1.761  1.255
  400.0   99  1.4204 -1.180e-01  0.070  0.133    1.40  2.1615  5.102  0.177  0.608  0.775  1.000  2.326  2.715  2.416  1.837  1.247  0.783  0.460
  440.0   99  1.4204 -1.164e-01  0.070  0.133    1.40  1.9761  4.664  0.177  0.601  0.754  1.000  2.264  2.534  2.132  1.524  0.964  0.564  0.308
  500.0   99  1.4204 -1.150e-01  0.070  0.133    1.40  1.7173  4.054  0.177  0.587  0.722  1.000  2.166  2.277  1.761  1.150  0.657  0.349  0.172
  550.0   99  1.4204 -1.150e-01  0.070  0.133    1.40  1.5273  3.605  0.177  0.571  0.694  1.000  2.081  2.080  1.499  0.910  0.479  0.235  0.107
  600.0   99  1.4204 -1.110e-01  0.070  0.133    1.40  1.3508  3.189  0.177  0.562  0.665  1.000  1.994  1.899  1.277  0.722  0.350  0.159  0.067
  675.0   99  1.4204 -1.106e-01  0.070  0.133    1.40  1.1360  2.681  0.177  0.537  0.620  1.000  1.861  1.660  1.010  0.515  0.222  0.090  0.034
  800.0   99  1.4204 -1.100e-01  0.070  0.133    1.40  0.8649  2.042  0.177  0.494  0.546  1.000  1.638  1.343  0.697  0.301  0.108  0.037  0.012
  870.0   99  1.4203 -1.105e-01  0.070  0.133    1.40  0.7528  1.777  0.177  0.467  0.506  1.000  1.517  1.204  0.575  0.226  0.074  0.023  0.007
 1000.0   99  1.4220 -1.130e-01  0.070  0.133    1.40  0.5977  1.411  0.177  0.420  0.435  1.000  1.306  1.004  0.414  0.138  0.038  0.010  0.002
 1020.0   99  1.4222 -1.133e-01  0.070  0.133    1.40  0.5781  1.365  0.177  0.413  0.425  1.000  1.276  0.979  0.395  0.128  0.034  0.009  0.002
55555.6   99  1.5634 -2.480e-01  0.070  0.133    1.40  0.0149  0.035  0.177  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   99  1.5414 -2.253e-01  0.070  0.133    1.40  0.0205  0.048  0.177  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   99  1.5248 -2.107e-01  0.070  0.133    1.40  0.0259  0.061  0.177  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   99  1.5146 -2.020e-01  0.070  0.133    1.40  0.0295  0.070  0.177  0.001  0.003  1.000  0.009  0.500  0.002  0.000  0.000  0.000  0.000
13157.9   99  1.5071 -1.957e-01  0.070  0.133    1.40  0.0328  0.077  0.177  0.001  0.004  1.000  0.012  0.500  0.002  0.000  0.000  0.000  0.000
11111.1   99  1.4988 -1.873e-01  0.070  0.133    1.40  0.0376  0.088  0.177  0.001  0.006  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
 9708.7   99  1.4929 -1.828e-01  0.070  0.133    1.40  0.0422  0.100  0.177  0.002  0.007  1.000  0.021  0.500  0.004  0.000  0.000  0.000  0.000
 8849.6   99  1.4877 -1.780e-01  0.070  0.133    1.40  0.0455  0.107  0.177  0.003  0.008  1.000  0.025  0.500  0.005  0.000  0.000  0.000  0.000
 7782.1   99  1.4793 -1.701e-01  0.070  0.133    1.40  0.0501  0.118  0.177  0.004  0.011  1.000  0.033  0.500  0.006  0.000  0.000  0.000  0.000
 6968.6   99  1.4690 -1.642e-01  0.070  0.133    1.40  0.0546  0.129  0.177  0.005  0.014  1.000  0.041  0.500  0.008  0.000  0.000  0.000  0.000
 6097.6   99  1.4651 -1.595e-01  0.070  0.133    1.40  0.0611  0.144  0.177  0.008  0.017  1.000  0.053  0.501  0.010  0.000  0.000  0.000  0.000
 5154.6   99  1.4572 -1.546e-01  0.070  0.133    1.40  0.0714  0.168  0.177  0.013  0.025  1.000  0.074  0.502  0.014  0.000  0.000  0.000  0.000
 4618.9   99  1.4523 -1.517e-01  0.070  0.133    1.40  0.0794  0.187  0.177  0.018  0.030  1.000  0.091  0.503  0.018  0.000  0.000  0.000  0.000
 4319.7   99  1.4502 -1.500e-01  0.070  0.133    1.40  0.0851  0.201  0.177  0.022  0.034  1.000  0.104  0.503  0.020  0.000  0.000  0.000  0.000
 4016.1   99  1.4482 -1.481e-01  0.070  0.133    1.40  0.0915  0.216  0.177  0.027  0.040  1.000  0.120  0.504  0.023  0.001  0.000  0.000  0.000
 3418.8   99  1.4403 -1.416e-01  0.070  0.133    1.40  0.1059  0.250  0.177  0.041  0.054  1.000  0.163  0.508  0.031  0.001  0.000  0.000  0.000
 3444.7   99  1.4406 -1.420e-01  0.070  0.133    1.40  0.1054  0.248  0.177  0.040  0.053  1.000  0.161  0.507  0.031  0.001  0.000  0.000  0.000
 2777.0   99  1.4328 -1.360e-01  0.070  0.133    1.40  0.1329  0.314  0.177  0.071  0.081  1.000  0.243  0.518  0.048  0.002  0.000  0.000  0.000
 2320.2   99  1.4307 -1.282e-01  0.070  0.133    1.40  0.1618  0.382  0.177  0.113  0.114  1.000  0.341  0.534  0.067  0.005  0.000  0.000  0.000
 2044.2   99  1.4288 -1.253e-01  0.070  0.133    1.40  0.1922  0.453  0.177  0.148  0.143  1.000  0.430  0.554  0.086  0.009  0.001  0.000  0.000
 1778.4   99  1.4272 -1.234e-01  0.070  0.133    1.40  0.2355  0.556  0.177  0.194  0.184  1.000  0.550  0.587  0.114  0.016  0.002  0.000  0.000
 1455.2   99  1.4231 -1.172e-01  0.070  0.133    1.40  0.3161  0.747  0.177  0.273  0.257  1.000  0.771  0.670  0.175  0.034  0.006  0.001  0.000
 1270.3   99  1.4220 -1.151e-01  0.070  0.133    1.40  0.3965  0.936  0.177  0.328  0.316  1.000  0.950  0.759  0.237  0.056  0.011  0.002  0.000
  944.3   99  1.4210 -1.119e-01  0.070  0.133    1.40  0.6575  1.552  0.177  0.440  0.465  1.000  1.393  1.081  0.474  0.170  0.050  0.014  0.003
  693.5   99  1.4204 -1.101e-01  0.070  0.133    1.40  1.0884  2.569  0.177  0.532  0.609  1.000  1.828  1.607  0.954  0.474  0.199  0.079  0.029
  527.1   99  1.4204 -1.154e-01  0.070  0.133    1.40  1.6121  3.805  0.177  0.578  0.707  1.000  2.120  2.168  1.614  1.012  0.553  0.281  0.133
  399.8   99  1.4204 -1.180e-01  0.070  0.133    1.40  2.1626  5.105  0.177  0.608  0.775  1.000  2.326  2.716  2.418  1.839  1.249  0.785  0.461
  329.1   99  1.4214 -1.199e-01  0.070  0.133    1.40  2.4931  5.885  0.177  0.615  0.810  1.000  2.430  3.042  2.976  2.523  1.936  1.373  0.917
  229.8   99  1.3964 -1.142e-01  0.070  0.133    1.40  2.7338  6.454  0.177  0.612  0.854  1.000  2.560  3.477  3.797  3.682  3.293  2.754  2.193
 7082.2   99  1.4697 -1.651e-01  0.070  0.133    1.40  0.0540  0.128  0.177  0.005  0.013  1.000  0.039  0.500  0.007  0.000  0.000  0.000  0.000
