so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 1270.3   00  1.5100 -1.928e-02  0.058  0.058    1.60  0.0681  0.298  0.101  0.655  0.245  1.000  0.737  0.687  0.174  0.042  0.010  0.003  0.001
  944.3   00  1.5200 -1.411e-02  0.058  0.058    1.60  0.1493  0.653  0.101  0.826  0.350  1.000  1.050  0.864  0.305  0.104  0.032  0.011  0.004
  693.5   00  1.5300 -7.000e-03  0.058  0.058    1.60  0.3384  1.482  0.101  0.941  0.460  1.000  1.380  1.129  0.528  0.235  0.091  0.039  0.015
  527.1   00  1.5300 -5.543e-03  0.058  0.058    1.60  0.6690  2.929  0.101  0.964  0.544  1.000  1.633  1.426  0.820  0.438  0.205  0.101  0.044
  399.8   00  1.5300 -5.000e-03  0.058  0.058    1.60  1.1833  5.182  0.101  0.972  0.610  1.000  1.830  1.751  1.187  0.734  0.404  0.224  0.114
  329.1   00  1.5300 -6.257e-03  0.058  0.058    1.60  1.6562  7.252  0.101  0.968  0.645  1.000  1.935  1.980  1.479  1.003  0.614  0.373  0.211
  229.8   00  1.5300 -3.000e-02  0.058  0.058    1.60  2.3112 10.120  0.101  0.865  0.695  1.000  2.086  2.308  1.943  1.466  1.025  0.688  0.447
 7082.2   00  1.4101 -6.377e-02  0.058  0.058    1.60  0.0122  0.053  0.101  0.004  0.011  1.000  0.033  0.500  0.006  0.000  0.000  0.000  0.000
  300.0   50  1.4614 -4.970e-03  0.058  0.068    1.60  1.9514  7.290  0.118  0.972  0.705  1.000  2.115  2.399  2.030  1.555  1.086  0.731  0.475
  400.0   50  1.4576 -3.110e-03  0.058  0.068    1.60  1.2485  4.664  0.118  0.981  0.661  1.000  1.984  2.062  1.555  1.062  0.653  0.394  0.226
  440.0   50  1.4570 -3.110e-03  0.058  0.068    1.60  1.0509  3.926  0.118  0.980  0.642  1.000  1.926  1.940  1.397  0.915  0.538  0.313  0.172
  500.0   50  1.4561 -3.110e-03  0.058  0.068    1.60  0.8071  3.015  0.118  0.979  0.612  1.000  1.837  1.769  1.189  0.729  0.399  0.219  0.113
  550.0   50  1.4554 -3.730e-03  0.058  0.068    1.60  0.6559  2.451  0.118  0.972  0.587  1.000  1.761  1.642  1.043  0.607  0.315  0.166  0.082
  600.0   50  1.4550 -3.730e-03  0.058  0.068    1.60  0.5365  2.004  0.118  0.970  0.562  1.000  1.685  1.527  0.917  0.508  0.250  0.126  0.059
  675.0   50  1.4546 -4.350e-03  0.058  0.068    1.60  0.4060  1.516  0.118  0.961  0.525  1.000  1.573  1.378  0.764  0.394  0.181  0.086  0.038
  800.0   50  1.4476 -6.210e-03  0.058  0.068    1.60  0.2564  0.958  0.118  0.931  0.465  1.000  1.394  1.178  0.574  0.261  0.107  0.046  0.019
  870.0   50  1.4474 -7.512e-03  0.058  0.068    1.60  0.2096  0.783  0.118  0.908  0.434  1.000  1.302  1.090  0.496  0.213  0.082  0.034  0.013
 1000.0   50  1.4469 -9.630e-03  0.058  0.068    1.60  0.1440  0.538  0.118  0.861  0.381  1.000  1.142  0.952  0.380  0.143  0.049  0.018  0.006
 1020.0   50  1.4463 -9.804e-03  0.058  0.068    1.60  0.1387  0.518  0.118  0.853  0.374  1.000  1.122  0.938  0.369  0.137  0.047  0.017  0.006
55555.6   50  1.7726 -3.760e-01  0.058  0.068    1.60  0.0127  0.047  0.118  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   50  1.7860 -2.972e-01  0.058  0.068    1.60  0.0148  0.055  0.118  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   50  1.7871 -2.880e-01  0.058  0.068    1.60  0.0191  0.072  0.118  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
15037.6   50  1.3695 -2.766e-01  0.058  0.068    1.60  0.0300  0.112  0.118  0.000  0.003  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
13157.9   50  1.4383 -1.557e-01  0.058  0.068    1.60  0.0183  0.069  0.118  0.000  0.005  1.000  0.014  0.500  0.003  0.000  0.000  0.000  0.000
11111.1   50  1.4960 -7.110e-02  0.058  0.068    1.60  0.0095  0.036  0.118  0.002  0.007  1.000  0.020  0.500  0.004  0.000  0.000  0.000  0.000
 9708.7   50  1.6438 -8.900e-02  0.058  0.068    1.60  0.0123  0.046  0.118  0.004  0.009  1.000  0.027  0.500  0.005  0.000  0.000  0.000  0.000
 8849.6   50  2.0203 -2.194e-01  0.058  0.068    1.60  0.0244  0.091  0.118  0.006  0.013  1.000  0.040  0.501  0.006  0.000  0.000  0.000  0.000
 7782.1   50  1.2577 -5.360e-02  0.058  0.068    1.60  0.0121  0.046  0.118  0.003  0.012  1.000  0.035  0.501  0.007  0.000  0.000  0.000  0.000
 6968.6   50  1.3824 -4.889e-02  0.058  0.068    1.60  0.0114  0.043  0.118  0.007  0.015  1.000  0.046  0.501  0.010  0.000  0.000  0.000  0.000
 6097.6   50  1.3792 -5.251e-02  0.058  0.068    1.60  0.0142  0.053  0.118  0.008  0.020  1.000  0.059  0.502  0.012  0.000  0.000  0.000  0.000
 5154.6   50  1.3975 -1.325e-02  0.058  0.068    1.60  0.0044  0.017  0.118  0.059  0.027  1.000  0.083  0.503  0.017  0.001  0.000  0.000  0.000
 4618.9   50  1.4094 -1.296e-02  0.058  0.068    1.60  0.0050  0.018  0.118  0.083  0.034  1.000  0.104  0.505  0.021  0.001  0.000  0.000  0.000
 4319.7   50  1.4130 -1.019e-02  0.058  0.068    1.60  0.0043  0.016  0.118  0.155  0.039  1.000  0.119  0.506  0.024  0.001  0.000  0.000  0.000
 4016.1   50  1.4155 -5.118e-03  0.058  0.068    1.60  0.0028  0.010  0.118  0.267  0.045  1.000  0.135  0.508  0.027  0.001  0.000  0.000  0.000
 3418.8   50  1.4281 -1.083e-02  0.058  0.068    1.60  0.0066  0.025  0.118  0.227  0.061  1.000  0.183  0.514  0.036  0.002  0.000  0.000  0.000
 3444.7   50  1.4290 -9.500e-03  0.058  0.068    1.60  0.0059  0.022  0.118  0.251  0.061  1.000  0.181  0.514  0.036  0.002  0.000  0.000  0.000
 2777.0   50  1.3827 -6.849e-02  0.058  0.068    1.60  0.0412  0.154  0.118  0.187  0.087  1.000  0.261  0.529  0.055  0.005  0.000  0.000  0.000
 2320.2   50  1.3657 -7.209e-03  0.058  0.068    1.60  0.0107  0.040  0.118  0.473  0.119  1.000  0.356  0.553  0.079  0.010  0.002  0.000  0.000
 2044.2   50  1.3753 -5.641e-03  0.058  0.068    1.60  0.0131  0.049  0.118  0.621  0.145  1.000  0.434  0.575  0.098  0.015  0.003  0.001  0.000
 1778.4   50  1.4067 -1.027e-02  0.058  0.068    1.60  0.0261  0.097  0.118  0.602  0.182  1.000  0.544  0.614  0.126  0.024  0.005  0.001  0.000
 1455.2   50  1.4379 -1.361e-02  0.058  0.068    1.60  0.0542  0.203  0.118  0.672  0.245  1.000  0.737  0.698  0.186  0.048  0.012  0.004  0.001
 1270.3   50  1.4390 -1.198e-02  0.058  0.068    1.60  0.0753  0.281  0.118  0.756  0.292  1.000  0.875  0.772  0.242  0.071  0.020  0.007  0.002
  944.3   50  1.4471 -8.761e-03  0.058  0.068    1.60  0.1694  0.633  0.118  0.882  0.403  1.000  1.209  1.008  0.426  0.170  0.062  0.024  0.009
  693.5   50  1.4546 -4.350e-03  0.058  0.068    1.60  0.3783  1.413  0.118  0.959  0.515  1.000  1.546  1.344  0.730  0.369  0.166  0.078  0.034
  527.1   50  1.4557 -3.447e-03  0.058  0.068    1.60  0.7250  2.709  0.118  0.975  0.598  1.000  1.796  1.700  1.110  0.663  0.353  0.190  0.096
  399.8   50  1.4576 -3.110e-03  0.058  0.068    1.60  1.2500  4.670  0.118  0.981  0.661  1.000  1.984  2.063  1.556  1.063  0.654  0.395  0.226
  329.1   50  1.4601 -3.889e-03  0.058  0.068    1.60  1.7256  6.447  0.118  0.978  0.693  1.000  2.078  2.298  1.884  1.398  0.943  0.617  0.388
  229.8   50  1.4663 -1.860e-02  0.058  0.068    1.60  2.3854  8.912  0.118  0.903  0.732  1.000  2.195  2.596  2.341  1.909  1.437  1.034  0.726
 7082.2   50  1.3747 -5.218e-02  0.058  0.068    1.60  0.0120  0.045  0.118  0.006  0.015  1.000  0.045  0.501  0.009  0.000  0.000  0.000  0.000
  300.0   70  1.4237 -3.300e-03  0.058  0.078    1.60  2.0795  6.779  0.135  0.980  0.736  1.000  2.208  2.633  2.368  1.929  1.438  1.027  0.712
  400.0   70  1.4178 -2.060e-03  0.058  0.078    1.60  1.3668  4.456  0.135  0.987  0.699  1.000  2.097  2.312  1.883  1.383  0.921  0.595  0.368
  440.0   70  1.4168 -2.060e-03  0.058  0.078    1.60  1.1614  3.786  0.135  0.986  0.681  1.000  2.045  2.188  1.712  1.209  0.773  0.482  0.287
  500.0   70  1.4155 -2.060e-03  0.058  0.078    1.60  0.9045  2.949  0.135  0.985  0.655  1.000  1.964  2.012  1.479  0.985  0.590  0.349  0.196
  550.0   70  1.4143 -2.480e-03  0.058  0.078    1.60  0.7417  2.418  0.135  0.981  0.631  1.000  1.894  1.878  1.312  0.833  0.475  0.269  0.145
  600.0   70  1.4137 -2.480e-03  0.058  0.078    1.60  0.6125  1.997  0.135  0.980  0.608  1.000  1.823  1.753  1.165  0.706  0.384  0.209  0.108
  675.0   70  1.4131 -2.890e-03  0.058  0.078    1.60  0.4690  1.529  0.135  0.973  0.572  1.000  1.715  1.588  0.981  0.557  0.283  0.146  0.071
  800.0   70  1.4078 -4.130e-03  0.058  0.078    1.60  0.3020  0.985  0.135  0.954  0.514  1.000  1.543  1.359  0.747  0.379  0.173  0.081  0.036
  870.0   70  1.4074 -4.991e-03  0.058  0.078    1.60  0.2475  0.807  0.135  0.938  0.484  1.000  1.451  1.256  0.650  0.312  0.135  0.061  0.026
 1000.0   70  1.4066 -6.400e-03  0.058  0.078    1.60  0.1703  0.555  0.135  0.906  0.430  1.000  1.290  1.092  0.501  0.214  0.083  0.034  0.013
 1020.0   70  1.4061 -6.518e-03  0.058  0.078    1.60  0.1640  0.534  0.135  0.901  0.423  1.000  1.269  1.075  0.487  0.206  0.079  0.032  0.012
55555.6   70  1.6915 -3.620e-01  0.058  0.078    1.60  0.0150  0.049  0.135  0.000  0.001  1.000  0.003  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   70  1.6955 -3.197e-01  0.058  0.078    1.60  0.0197  0.064  0.135  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   70  1.6602 -3.345e-01  0.058  0.078    1.60  0.0283  0.092  0.135  0.000  0.003  1.000  0.010  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   70  1.3368 -3.189e-01  0.058  0.078    1.60  0.0405  0.132  0.135  0.000  0.004  1.000  0.013  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   70  1.3436 -2.091e-01  0.058  0.078    1.60  0.0302  0.098  0.135  0.000  0.006  1.000  0.017  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   70  1.3789 -8.317e-02  0.058  0.078    1.60  0.0139  0.046  0.135  0.002  0.008  1.000  0.024  0.500  0.005  0.000  0.000  0.000  0.000
 9708.7   70  1.5060 -7.481e-02  0.058  0.078    1.60  0.0131  0.043  0.135  0.004  0.011  1.000  0.033  0.500  0.006  0.000  0.000  0.000  0.000
 8849.6   70  1.7675 -1.589e-01  0.058  0.078    1.60  0.0250  0.081  0.135  0.007  0.016  1.000  0.046  0.501  0.008  0.000  0.000  0.000  0.000
 7782.1   70  1.2709 -4.687e-02  0.058  0.078    1.60  0.0121  0.040  0.135  0.004  0.016  1.000  0.046  0.501  0.010  0.000  0.000  0.000  0.000
 6968.6   70  1.3617 -4.403e-02  0.058  0.078    1.60  0.0120  0.040  0.135  0.010  0.020  1.000  0.060  0.501  0.012  0.000  0.000  0.000  0.000
 6097.6   70  1.3569 -6.767e-02  0.058  0.078    1.60  0.0214  0.070  0.135  0.009  0.026  1.000  0.076  0.503  0.016  0.000  0.000  0.000  0.000
 5154.6   70  1.3704 -1.282e-02  0.058  0.078    1.60  0.0051  0.017  0.135  0.075  0.036  1.000  0.107  0.505  0.022  0.001  0.000  0.000  0.000
 4618.9   70  1.3828 -1.296e-02  0.058  0.078    1.60  0.0060  0.019  0.135  0.104  0.044  1.000  0.132  0.508  0.027  0.001  0.000  0.000  0.000
 4319.7   70  1.3881 -1.016e-02  0.058  0.078    1.60  0.0053  0.017  0.135  0.191  0.050  1.000  0.151  0.510  0.031  0.001  0.000  0.000  0.000
 4016.1   70  1.3936 -5.041e-03  0.058  0.078    1.60  0.0035  0.011  0.135  0.328  0.058  1.000  0.172  0.513  0.035  0.002  0.000  0.000  0.000
 3418.8   70  1.4241 -1.313e-02  0.058  0.078    1.60  0.0097  0.032  0.135  0.260  0.078  1.000  0.234  0.522  0.047  0.004  0.000  0.000  0.000
 3444.7   70  1.4230 -1.136e-02  0.058  0.078    1.60  0.0086  0.028  0.135  0.287  0.077  1.000  0.231  0.522  0.047  0.004  0.000  0.000  0.000
 2777.0   70  1.3621 -9.638e-02  0.058  0.078    1.60  0.0668  0.218  0.135  0.236  0.108  1.000  0.323  0.543  0.071  0.009  0.001  0.000  0.000
 2320.2   70  1.3357 -5.365e-03  0.058  0.078    1.60  0.0122  0.040  0.135  0.581  0.146  1.000  0.437  0.579  0.102  0.017  0.003  0.000  0.000
 2044.2   70  1.3506 -4.145e-03  0.058  0.078    1.60  0.0160  0.052  0.135  0.728  0.176  1.000  0.528  0.611  0.127  0.025  0.005  0.001  0.000
 1778.4   70  1.3750 -6.902e-03  0.058  0.078    1.60  0.0298  0.097  0.135  0.723  0.217  1.000  0.653  0.663  0.166  0.038  0.009  0.002  0.001
 1455.2   70  1.3982 -9.085e-03  0.058  0.078    1.60  0.0621  0.203  0.135  0.769  0.288  1.000  0.863  0.773  0.247  0.074  0.021  0.006  0.002
 1270.3   70  1.4000 -7.990e-03  0.058  0.078    1.60  0.0881  0.288  0.135  0.833  0.338  1.000  1.013  0.869  0.320  0.110  0.035  0.012  0.004
  944.3   70  1.4069 -5.821e-03  0.058  0.078    1.60  0.2003  0.653  0.135  0.920  0.453  1.000  1.358  1.159  0.561  0.252  0.103  0.044  0.018
  693.5   70  1.4131 -2.890e-03  0.058  0.078    1.60  0.4385  1.429  0.135  0.972  0.563  1.000  1.689  1.550  0.940  0.524  0.262  0.133  0.064
  527.1   70  1.4148 -2.288e-03  0.058  0.078    1.60  0.8161  2.661  0.135  0.983  0.642  1.000  1.926  1.939  1.388  0.902  0.528  0.306  0.168
  399.8   70  1.4178 -2.060e-03  0.058  0.078    1.60  1.3683  4.461  0.135  0.987  0.699  1.000  2.097  2.313  1.884  1.384  0.922  0.596  0.369
  329.1   70  1.4217 -2.579e-03  0.058  0.078    1.60  1.8529  6.040  0.135  0.984  0.726  1.000  2.178  2.539  2.222  1.759  1.271  0.883  0.595
  229.8   70  1.4313 -1.240e-02  0.058  0.078    1.60  2.5060  8.169  0.135  0.929  0.755  1.000  2.264  2.797  2.647  2.277  1.809  1.373  1.019
 7082.2   70  1.3551 -4.583e-02  0.058  0.078    1.60  0.0124  0.041  0.135  0.008  0.019  1.000  0.057  0.501  0.012  0.000  0.000  0.000  0.000
  300.0   80  1.4016 -2.330e-03  0.058  0.088    1.60  2.2266  6.459  0.152  0.985  0.756  1.000  2.269  2.803  2.632  2.242  1.753  1.310  0.953
  400.0   80  1.3945 -1.450e-03  0.058  0.088    1.60  1.5096  4.379  0.152  0.991  0.726  1.000  2.179  2.510  2.162  1.678  1.184  0.806  0.528
  440.0   80  1.3934 -1.450e-03  0.058  0.088    1.60  1.2954  3.757  0.152  0.990  0.711  1.000  2.133  2.389  1.986  1.487  1.010  0.665  0.421
  500.0   80  1.3917 -1.450e-03  0.058  0.088    1.60  1.0232  2.968  0.152  0.989  0.687  1.000  2.061  2.216  1.741  1.234  0.791  0.495  0.296
  550.0   80  1.3903 -1.740e-03  0.058  0.088    1.60  0.8468  2.456  0.152  0.987  0.666  1.000  1.998  2.080  1.561  1.060  0.649  0.390  0.224
  600.0   80  1.3896 -1.740e-03  0.058  0.088    1.60  0.7058  2.047  0.152  0.986  0.644  1.000  1.932  1.952  1.400  0.910  0.533  0.308  0.170
  675.0   80  1.3888 -2.030e-03  0.058  0.088    1.60  0.5466  1.586  0.152  0.982  0.611  1.000  1.833  1.778  1.194  0.729  0.401  0.220  0.115
  800.0   80  1.3845 -2.910e-03  0.058  0.088    1.60  0.3586  1.040  0.152  0.968  0.557  1.000  1.670  1.532  0.922  0.509  0.252  0.127  0.061
  870.0   80  1.3840 -3.519e-03  0.058  0.088    1.60  0.2950  0.856  0.152  0.957  0.527  1.000  1.581  1.418  0.807  0.423  0.200  0.097  0.045
 1000.0   80  1.3831 -4.510e-03  0.058  0.088    1.60  0.2041  0.592  0.152  0.936  0.474  1.000  1.423  1.233  0.629  0.296  0.127  0.056  0.024
 1020.0   80  1.3826 -4.593e-03  0.058  0.088    1.60  0.1965  0.570  0.152  0.932  0.467  1.000  1.402  1.213  0.612  0.285  0.121  0.053  0.023
55555.6   80  1.6441 -3.550e-01  0.058  0.088    1.60  0.0171  0.050  0.152  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   80  1.6426 -3.328e-01  0.058  0.088    1.60  0.0241  0.070  0.152  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   80  1.5860 -3.619e-01  0.058  0.088    1.60  0.0365  0.106  0.152  0.000  0.004  1.000  0.013  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   80  1.3176 -3.432e-01  0.058  0.088    1.60  0.0498  0.144  0.152  0.000  0.005  1.000  0.016  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   80  1.2882 -2.402e-01  0.058  0.088    1.60  0.0405  0.117  0.152  0.000  0.007  1.000  0.021  0.500  0.005  0.000  0.000  0.000  0.000
11111.1   80  1.3103 -9.004e-02  0.058  0.088    1.60  0.0177  0.052  0.152  0.001  0.010  1.000  0.029  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   80  1.4254 -6.656e-02  0.058  0.088    1.60  0.0140  0.040  0.152  0.005  0.013  1.000  0.040  0.501  0.008  0.000  0.000  0.000  0.000
 8849.6   80  1.6195 -1.235e-01  0.058  0.088    1.60  0.0247  0.071  0.152  0.008  0.018  1.000  0.054  0.501  0.010  0.000  0.000  0.000  0.000
 7782.1   80  1.2786 -4.293e-02  0.058  0.088    1.60  0.0124  0.036  0.152  0.006  0.019  1.000  0.057  0.501  0.012  0.000  0.000  0.000  0.000
 6968.6   80  1.3497 -4.122e-02  0.058  0.088    1.60  0.0129  0.037  0.152  0.013  0.025  1.000  0.074  0.502  0.015  0.000  0.000  0.000  0.000
 6097.6   80  1.3439 -7.660e-02  0.058  0.088    1.60  0.0275  0.080  0.152  0.010  0.032  1.000  0.095  0.504  0.020  0.001  0.000  0.000  0.000
 5154.6   80  1.3545 -1.267e-02  0.058  0.088    1.60  0.0058  0.017  0.152  0.096  0.044  1.000  0.132  0.508  0.027  0.002  0.000  0.000  0.000
 4618.9   80  1.3673 -1.306e-02  0.058  0.088    1.60  0.0070  0.020  0.152  0.129  0.054  1.000  0.163  0.512  0.034  0.002  0.000  0.000  0.000
 4319.7   80  1.3735 -1.021e-02  0.058  0.088    1.60  0.0062  0.018  0.152  0.231  0.062  1.000  0.185  0.515  0.038  0.002  0.000  0.000  0.000
 4016.1   80  1.3808 -4.996e-03  0.058  0.088    1.60  0.0043  0.012  0.152  0.390  0.071  1.000  0.211  0.519  0.044  0.003  0.000  0.000  0.000
 3418.8   80  1.4217 -1.453e-02  0.058  0.088    1.60  0.0129  0.037  0.152  0.302  0.095  1.000  0.287  0.533  0.058  0.006  0.001  0.000  0.000
 3444.7   80  1.4194 -1.248e-02  0.058  0.088    1.60  0.0114  0.033  0.152  0.333  0.094  1.000  0.283  0.533  0.058  0.006  0.001  0.000  0.000
 2777.0   80  1.3501 -1.125e-01  0.058  0.088    1.60  0.0892  0.259  0.152  0.281  0.128  1.000  0.385  0.561  0.088  0.013  0.002  0.000  0.000
 2320.2   80  1.3182 -4.288e-03  0.058  0.088    1.60  0.0147  0.042  0.152  0.668  0.173  1.000  0.517  0.610  0.128  0.025  0.005  0.001  0.000
 2044.2   80  1.3362 -3.272e-03  0.058  0.088    1.60  0.0202  0.058  0.152  0.801  0.207  1.000  0.622  0.652  0.160  0.036  0.008  0.002  0.001
 1778.4   80  1.3564 -4.927e-03  0.058  0.088    1.60  0.0358  0.104  0.152  0.809  0.253  1.000  0.760  0.718  0.209  0.056  0.015  0.005  0.001
 1455.2   80  1.3750 -6.428e-03  0.058  0.088    1.60  0.0737  0.214  0.152  0.840  0.328  1.000  0.984  0.856  0.312  0.106  0.034  0.012  0.004
 1270.3   80  1.3772 -5.637e-03  0.058  0.088    1.60  0.1058  0.307  0.152  0.886  0.380  1.000  1.141  0.972  0.405  0.156  0.056  0.021  0.008
  944.3   80  1.3835 -4.103e-03  0.058  0.088    1.60  0.2395  0.695  0.152  0.945  0.496  1.000  1.490  1.309  0.701  0.346  0.155  0.072  0.032
  693.5   80  1.3888 -2.030e-03  0.058  0.088    1.60  0.5127  1.488  0.152  0.981  0.603  1.000  1.809  1.737  1.147  0.689  0.373  0.202  0.104
