so4 RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
  527.1   80  1.3909 -1.607e-03  0.058  0.088    1.60  0.9274  2.690  0.152  0.988  0.676  1.000  2.027  2.142  1.643  1.140  0.714  0.438  0.257
  399.8   80  1.3945 -1.450e-03  0.058  0.088    1.60  1.5112  4.384  0.152  0.991  0.726  1.000  2.179  2.511  2.163  1.679  1.185  0.807  0.529
  329.1   80  1.3992 -1.819e-03  0.058  0.088    1.60  2.0018  5.807  0.152  0.988  0.748  1.000  2.245  2.719  2.494  2.070  1.574  1.146  0.811
  229.8   80  1.4108 -8.720e-03  0.058  0.088    1.60  2.6326  7.636  0.152  0.946  0.769  1.000  2.307  2.936  2.873  2.568  2.124  1.677  1.299
 7082.2   80  1.3438 -4.214e-02  0.058  0.088    1.60  0.0130  0.038  0.152  0.012  0.024  1.000  0.072  0.502  0.015  0.000  0.000  0.000  0.000
  300.0   90  1.3769 -1.230e-03  0.058  0.108    1.60  2.5347  5.950  0.188  0.992  0.782  1.000  2.346  3.043  3.035  2.760  2.318  1.858  1.456
  400.0   90  1.3684 -7.700e-04  0.058  0.108    1.60  1.8484  4.339  0.188  0.995  0.764  1.000  2.293  2.819  2.638  2.224  1.717  1.268  0.906
  440.0   90  1.3670 -7.700e-04  0.058  0.108    1.60  1.6210  3.805  0.188  0.995  0.754  1.000  2.260  2.715  2.469  2.021  1.511  1.083  0.750
  500.0   90  1.3650 -7.700e-04  0.058  0.108    1.60  1.3206  3.100  0.188  0.995  0.735  1.000  2.206  2.559  2.226  1.739  1.237  0.848  0.559
  550.0   90  1.3634 -9.250e-04  0.058  0.108    1.60  1.1158  2.619  0.188  0.993  0.719  1.000  2.157  2.432  2.038  1.534  1.049  0.694  0.441
  600.0   90  1.3625 -9.250e-04  0.058  0.108    1.60  0.9481  2.226  0.188  0.993  0.702  1.000  2.105  2.308  1.861  1.351  0.888  0.569  0.349
  675.0   90  1.3617 -1.080e-03  0.058  0.108    1.60  0.7519  1.765  0.188  0.990  0.674  1.000  2.023  2.132  1.626  1.119  0.697  0.425  0.249
  800.0   90  1.3584 -1.540e-03  0.058  0.108    1.60  0.5125  1.203  0.188  0.985  0.628  1.000  1.884  1.871  1.300  0.819  0.466  0.263  0.142
  870.0   90  1.3578 -1.862e-03  0.058  0.108    1.60  0.4263  1.001  0.188  0.979  0.602  1.000  1.806  1.744  1.154  0.696  0.379  0.206  0.108
 1000.0   90  1.3567 -2.390e-03  0.058  0.108    1.60  0.3006  0.706  0.188  0.970  0.554  1.000  1.662  1.531  0.923  0.508  0.253  0.128  0.062
 1020.0   90  1.3563 -2.436e-03  0.058  0.108    1.60  0.2897  0.680  0.188  0.968  0.547  1.000  1.642  1.507  0.899  0.491  0.243  0.122  0.059
55555.6   90  1.5909 -3.460e-01  0.058  0.108    1.60  0.0216  0.051  0.188  0.000  0.002  1.000  0.005  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   90  1.5832 -3.475e-01  0.058  0.108    1.60  0.0327  0.077  0.188  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
17699.1   90  1.5028 -3.925e-01  0.058  0.108    1.60  0.0522  0.122  0.188  0.001  0.006  1.000  0.019  0.500  0.004  0.000  0.000  0.000  0.000
15037.6   90  1.2962 -3.714e-01  0.058  0.108    1.60  0.0677  0.158  0.188  0.001  0.008  1.000  0.023  0.500  0.005  0.000  0.000  0.000  0.000
13157.9   90  1.2261 -2.752e-01  0.058  0.108    1.60  0.0598  0.140  0.188  0.001  0.010  1.000  0.030  0.500  0.007  0.000  0.000  0.000  0.000
11111.1   90  1.2336 -9.791e-02  0.058  0.108    1.60  0.0250  0.059  0.188  0.002  0.014  1.000  0.042  0.501  0.010  0.000  0.000  0.000  0.000
 9708.7   90  1.3351 -5.730e-02  0.058  0.108    1.60  0.0159  0.038  0.188  0.006  0.019  1.000  0.058  0.501  0.012  0.000  0.000  0.000  0.000
 8849.6   90  1.4539 -8.373e-02  0.058  0.108    1.60  0.0236  0.055  0.188  0.010  0.025  1.000  0.074  0.503  0.015  0.000  0.000  0.000  0.000
 7782.1   90  1.2873 -3.857e-02  0.058  0.108    1.60  0.0139  0.032  0.188  0.013  0.029  1.000  0.087  0.503  0.019  0.001  0.000  0.000  0.000
 6968.6   90  1.3362 -3.800e-02  0.058  0.108    1.60  0.0151  0.035  0.188  0.024  0.037  1.000  0.110  0.506  0.023  0.001  0.000  0.000  0.000
 6097.6   90  1.3293 -8.654e-02  0.058  0.108    1.60  0.0394  0.092  0.188  0.016  0.047  1.000  0.140  0.509  0.029  0.002  0.000  0.000  0.000
 5154.6   90  1.3368 -1.239e-02  0.058  0.108    1.60  0.0078  0.018  0.188  0.149  0.064  1.000  0.192  0.516  0.041  0.003  0.000  0.000  0.000
 4618.9   90  1.3499 -1.306e-02  0.058  0.108    1.60  0.0097  0.023  0.188  0.195  0.079  1.000  0.236  0.524  0.050  0.005  0.001  0.000  0.000
 4319.7   90  1.3572 -1.018e-02  0.058  0.108    1.60  0.0089  0.021  0.188  0.319  0.089  1.000  0.267  0.530  0.057  0.006  0.001  0.000  0.000
 4016.1   90  1.3665 -4.938e-03  0.058  0.108    1.60  0.0068  0.016  0.188  0.514  0.101  1.000  0.303  0.538  0.065  0.007  0.001  0.000  0.000
 3418.8   90  1.4191 -1.609e-02  0.058  0.108    1.60  0.0211  0.049  0.188  0.401  0.136  1.000  0.407  0.565  0.088  0.013  0.002  0.000  0.000
 3444.7   90  1.4155 -1.374e-02  0.058  0.108    1.60  0.0188  0.044  0.188  0.436  0.134  1.000  0.402  0.564  0.087  0.013  0.002  0.000  0.000
 2777.0   90  1.3367 -1.307e-01  0.058  0.108    1.60  0.1336  0.314  0.188  0.358  0.175  1.000  0.526  0.611  0.131  0.026  0.005  0.001  0.000
 2320.2   90  1.2987 -3.076e-03  0.058  0.108    1.60  0.0230  0.054  0.188  0.793  0.232  1.000  0.695  0.693  0.195  0.050  0.013  0.004  0.001
 2044.2   90  1.3202 -2.286e-03  0.058  0.108    1.60  0.0337  0.079  0.188  0.890  0.275  1.000  0.824  0.760  0.245  0.072  0.021  0.007  0.002
 1778.4   90  1.3357 -2.718e-03  0.058  0.108    1.60  0.0557  0.131  0.188  0.911  0.327  1.000  0.981  0.861  0.320  0.109  0.035  0.012  0.005
 1455.2   90  1.3490 -3.452e-03  0.058  0.108    1.60  0.1106  0.260  0.188  0.925  0.408  1.000  1.225  1.053  0.477  0.199  0.077  0.031  0.013
 1270.3   90  1.3515 -3.009e-03  0.058  0.108    1.60  0.1594  0.374  0.188  0.947  0.463  1.000  1.388  1.208  0.612  0.285  0.121  0.054  0.023
  944.3   90  1.3572 -2.173e-03  0.058  0.108    1.60  0.3500  0.822  0.188  0.974  0.575  1.000  1.723  1.619  1.017  0.583  0.303  0.158  0.079
  693.5   90  1.3617 -1.080e-03  0.058  0.108    1.60  0.7098  1.667  0.188  0.990  0.667  1.000  2.002  2.090  1.571  1.067  0.654  0.394  0.227
  527.1   90  1.3641 -8.542e-04  0.058  0.108    1.60  1.2094  2.839  0.188  0.994  0.726  1.000  2.179  2.490  2.124  1.628  1.135  0.764  0.495
  399.8   90  1.3684 -7.700e-04  0.058  0.108    1.60  1.8500  4.343  0.188  0.995  0.764  1.000  2.293  2.820  2.639  2.225  1.718  1.269  0.907
  329.1   90  1.3739 -9.627e-04  0.058  0.108    1.60  2.3284  5.466  0.188  0.994  0.778  1.000  2.334  2.983  2.925  2.604  2.136  1.674  1.278
  229.8   90  1.3879 -4.620e-03  0.058  0.108    1.60  2.8570  6.707  0.188  0.967  0.784  1.000  2.352  3.116  3.186  3.012  2.644  2.225  1.842
 7082.2   90  1.3310 -3.795e-02  0.058  0.108    1.60  0.0149  0.035  0.188  0.022  0.035  1.000  0.106  0.505  0.023  0.001  0.000  0.000  0.000
  300.0   95  1.3634 -6.350e-04  0.058  0.135    1.60  2.8241  5.316  0.234  0.995  0.795  1.000  2.386  3.205  3.332  3.192  2.840  2.420  2.024
  400.0   95  1.3542 -3.970e-04  0.058  0.135    1.60  2.2624  4.258  0.234  0.997  0.791  1.000  2.372  3.067  3.058  2.760  2.295  1.821  1.404
  440.0   95  1.3527 -3.970e-04  0.058  0.135    1.60  2.0401  3.840  0.234  0.997  0.784  1.000  2.352  2.988  2.918  2.570  2.081  1.609  1.206
  500.0   95  1.3505 -3.970e-04  0.058  0.135    1.60  1.7281  3.253  0.234  0.997  0.772  1.000  2.316  2.864  2.704  2.294  1.784  1.326  0.952
  550.0   95  1.3486 -4.770e-04  0.058  0.135    1.60  1.4995  2.822  0.234  0.997  0.761  1.000  2.282  2.757  2.529  2.081  1.565  1.129  0.785
  600.0   95  1.3477 -4.770e-04  0.058  0.135    1.60  1.3047  2.456  0.234  0.996  0.748  1.000  2.244  2.648  2.356  1.880  1.369  0.958  0.645
  675.0   95  1.3468 -5.560e-04  0.058  0.135    1.60  1.0659  2.007  0.234  0.996  0.727  1.000  2.181  2.487  2.114  1.613  1.120  0.752  0.485
  800.0   95  1.3442 -7.940e-04  0.058  0.135    1.60  0.7601  1.431  0.234  0.993  0.691  1.000  2.073  2.235  1.760  1.247  0.801  0.502  0.302
  870.0   95  1.3436 -9.592e-04  0.058  0.135    1.60  0.6425  1.210  0.234  0.991  0.670  1.000  2.009  2.105  1.591  1.085  0.671  0.407  0.237
 1000.0   95  1.3423 -1.230e-03  0.058  0.135    1.60  0.4667  0.878  0.234  0.987  0.630  1.000  1.889  1.882  1.315  0.831  0.475  0.269  0.147
 1020.0   95  1.3419 -1.256e-03  0.058  0.135    1.60  0.4507  0.848  0.234  0.986  0.624  1.000  1.871  1.854  1.284  0.806  0.458  0.258  0.140
55555.6   95  1.5619 -3.410e-01  0.058  0.135    1.60  0.0272  0.051  0.234  0.000  0.003  1.000  0.008  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   95  1.5508 -3.559e-01  0.058  0.135    1.60  0.0428  0.080  0.234  0.001  0.006  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
17699.1   95  1.4574 -4.090e-01  0.058  0.135    1.60  0.0704  0.133  0.234  0.001  0.009  1.000  0.029  0.500  0.005  0.000  0.000  0.000  0.000
15037.6   95  1.2845 -3.865e-01  0.058  0.135    1.60  0.0888  0.167  0.234  0.001  0.012  1.000  0.036  0.501  0.008  0.000  0.000  0.000  0.000
13157.9   95  1.1922 -2.946e-01  0.058  0.135    1.60  0.0816  0.153  0.234  0.001  0.015  1.000  0.045  0.501  0.011  0.000  0.000  0.000  0.000
11111.1   95  1.1916 -1.022e-01  0.058  0.135    1.60  0.0334  0.063  0.234  0.002  0.022  1.000  0.064  0.502  0.015  0.000  0.000  0.000  0.000
 9708.7   95  1.2858 -5.218e-02  0.058  0.135    1.60  0.0187  0.036  0.234  0.009  0.029  1.000  0.087  0.503  0.018  0.001  0.000  0.000  0.000
 8849.6   95  1.3633 -6.194e-02  0.058  0.135    1.60  0.0235  0.044  0.234  0.017  0.036  1.000  0.108  0.505  0.022  0.001  0.000  0.000  0.000
 7782.1   95  1.2920 -3.618e-02  0.058  0.135    1.60  0.0166  0.031  0.234  0.026  0.044  1.000  0.132  0.508  0.029  0.001  0.000  0.000  0.000
 6968.6   95  1.3288 -3.629e-02  0.058  0.135    1.60  0.0187  0.035  0.234  0.044  0.055  1.000  0.166  0.512  0.035  0.002  0.000  0.000  0.000
 6097.6   95  1.3213 -9.180e-02  0.058  0.135    1.60  0.0536  0.101  0.234  0.026  0.069  1.000  0.207  0.519  0.045  0.004  0.000  0.000  0.000
 5154.6   95  1.3270 -1.231e-02  0.058  0.135    1.60  0.0110  0.021  0.234  0.233  0.094  1.000  0.283  0.534  0.062  0.006  0.001  0.000  0.000
 4618.9   95  1.3405 -1.316e-02  0.058  0.135    1.60  0.0142  0.027  0.234  0.291  0.114  1.000  0.342  0.548  0.076  0.009  0.002  0.000  0.000
 4319.7   95  1.3484 -1.024e-02  0.058  0.135    1.60  0.0138  0.026  0.234  0.429  0.128  1.000  0.385  0.561  0.086  0.012  0.002  0.000  0.000
 4016.1   95  1.3588 -4.912e-03  0.058  0.135    1.60  0.0119  0.022  0.234  0.641  0.144  1.000  0.433  0.575  0.098  0.016  0.003  0.001  0.000
 3418.8   95  1.4177 -1.691e-02  0.058  0.135    1.60  0.0357  0.068  0.234  0.519  0.190  1.000  0.572  0.623  0.133  0.026  0.006  0.001  0.000
 3444.7   95  1.4133 -1.440e-02  0.058  0.135    1.60  0.0322  0.061  0.234  0.554  0.188  1.000  0.565  0.621  0.132  0.026  0.006  0.001  0.000
 2777.0   95  1.3293 -1.409e-01  0.058  0.135    1.60  0.1902  0.358  0.234  0.421  0.237  1.000  0.711  0.696  0.201  0.053  0.014  0.004  0.001
 2320.2   95  1.2879 -2.418e-03  0.058  0.135    1.60  0.0404  0.076  0.234  0.875  0.307  1.000  0.921  0.831  0.304  0.101  0.033  0.012  0.004
 2044.2   95  1.3114 -1.756e-03  0.058  0.135    1.60  0.0609  0.115  0.234  0.937  0.357  1.000  1.071  0.933  0.382  0.142  0.050  0.019  0.007
 1778.4   95  1.3243 -1.508e-03  0.058  0.135    1.60  0.0961  0.181  0.234  0.962  0.414  1.000  1.242  1.073  0.497  0.210  0.082  0.033  0.013
 1455.2   95  1.3349 -1.829e-03  0.058  0.135    1.60  0.1815  0.342  0.234  0.968  0.496  1.000  1.488  1.325  0.724  0.362  0.166  0.077  0.035
 1270.3   95  1.3376 -1.578e-03  0.058  0.135    1.60  0.2583  0.486  0.234  0.977  0.548  1.000  1.645  1.516  0.911  0.499  0.249  0.125  0.061
  944.3   95  1.3429 -1.119e-03  0.058  0.135    1.60  0.5366  1.010  0.234  0.989  0.647  1.000  1.941  1.976  1.429  0.934  0.553  0.323  0.182
  693.5   95  1.3468 -5.560e-04  0.058  0.135    1.60  1.0138  1.909  0.234  0.996  0.722  1.000  2.166  2.448  2.056  1.551  1.064  0.706  0.450
  527.1   95  1.3495 -4.404e-04  0.058  0.135    1.60  1.6040  3.019  0.234  0.997  0.766  1.000  2.298  2.806  2.609  2.178  1.665  1.219  0.861
  399.8   95  1.3542 -3.970e-04  0.058  0.135    1.60  2.2638  4.261  0.234  0.997  0.791  1.000  2.372  3.067  3.059  2.761  2.296  1.822  1.405
  329.1   95  1.3602 -4.967e-04  0.058  0.135    1.60  2.6685  5.023  0.234  0.996  0.795  1.000  2.386  3.172  3.263  3.073  2.683  2.240  1.830
  229.8   95  1.3753 -2.380e-03  0.058  0.135    1.60  2.9947  5.637  0.234  0.979  0.788  1.000  2.363  3.219  3.383  3.344  3.081  2.743  2.415
 7082.2   95  1.3240 -3.571e-02  0.058  0.135    1.60  0.0181  0.034  0.234  0.041  0.053  1.000  0.160  0.511  0.034  0.002  0.000  0.000  0.000
  300.0   99  1.3519 -1.300e-04  0.058  0.229    1.60  2.9204  3.242  0.397  0.998  0.786  1.000  2.358  3.322  3.583  3.731  3.648  3.501  3.333
  400.0   99  1.3421 -8.140e-05  0.058  0.229    1.60  2.9612  3.287  0.397  0.999  0.807  1.000  2.421  3.354  3.614  3.623  3.397  3.069  2.729
  440.0   99  1.3405 -8.140e-05  0.058  0.229    1.60  2.8890  3.207  0.397  0.999  0.810  1.000  2.430  3.340  3.579  3.539  3.266  2.893  2.516
  500.0   99  1.3382 -8.140e-05  0.058  0.229    1.60  2.7346  3.035  0.397  0.999  0.812  1.000  2.435  3.308  3.505  3.395  3.059  2.636  2.219
  550.0   99  1.3362 -9.770e-05  0.058  0.229    1.60  2.5702  2.853  0.397  0.999  0.811  1.000  2.433  3.270  3.425  3.261  2.881  2.429  1.996
  600.0   99  1.3352 -9.770e-05  0.058  0.229    1.60  2.3984  2.662  0.397  0.999  0.808  1.000  2.424  3.220  3.327  3.113  2.695  2.225  1.786
  675.0   99  1.3342 -1.140e-04  0.058  0.229    1.60  2.1414  2.377  0.397  0.999  0.802  1.000  2.404  3.134  3.165  2.884  2.423  1.941  1.507
  800.0   99  1.3321 -1.630e-04  0.058  0.229    1.60  1.7390  1.930  0.397  0.999  0.787  1.000  2.361  2.977  2.887  2.512  2.007  1.531  1.129
  870.0   99  1.3314 -1.973e-04  0.058  0.229    1.60  1.5492  1.719  0.397  0.998  0.777  1.000  2.331  2.884  2.730  2.317  1.802  1.342  0.964
 1000.0   99  1.3301 -2.550e-04  0.058  0.229    1.60  1.2384  1.375  0.397  0.998  0.757  1.000  2.272  2.710  2.447  1.979  1.461  1.037  0.708
 1020.0   99  1.3298 -2.627e-04  0.058  0.229    1.60  1.2042  1.337  0.397  0.998  0.754  1.000  2.262  2.684  2.409  1.937  1.423  1.005  0.684
55555.6   99  1.5373 -3.370e-01  0.058  0.229    1.60  0.0467  0.052  0.397  0.001  0.007  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
23529.4   99  1.5233 -3.626e-01  0.058  0.229    1.60  0.0764  0.085  0.397  0.003  0.016  1.000  0.048  0.501  0.009  0.000  0.000  0.000  0.000
17699.1   99  1.4190 -4.235e-01  0.058  0.229    1.60  0.1288  0.143  0.397  0.004  0.026  1.000  0.077  0.502  0.015  0.000  0.000  0.000  0.000
15037.6   99  1.2746 -3.996e-01  0.058  0.229    1.60  0.1583  0.176  0.397  0.004  0.032  1.000  0.097  0.504  0.022  0.001  0.000  0.000  0.000
13157.9   99  1.1635 -3.111e-01  0.058  0.229    1.60  0.1496  0.166  0.397  0.004  0.039  1.000  0.119  0.507  0.028  0.002  0.000  0.000  0.000
11111.1   99  1.1561 -1.058e-01  0.058  0.229    1.60  0.0604  0.067  0.397  0.006  0.056  1.000  0.166  0.513  0.039  0.003  0.000  0.000  0.000
 9708.7   99  1.2440 -4.794e-02  0.058  0.229    1.60  0.0311  0.035  0.397  0.031  0.075  1.000  0.223  0.522  0.051  0.004  0.000  0.000  0.000
 8849.6   99  1.2868 -4.359e-02  0.058  0.229    1.60  0.0315  0.035  0.397  0.060  0.090  1.000  0.268  0.531  0.060  0.007  0.001  0.000  0.000
 7782.1   99  1.2960 -3.411e-02  0.058  0.229    1.60  0.0298  0.034  0.397  0.109  0.112  1.000  0.336  0.548  0.076  0.010  0.001  0.000  0.000
 6968.6   99  1.3225 -3.482e-02  0.058  0.229    1.60  0.0363  0.040  0.397  0.158  0.136  1.000  0.408  0.568  0.094  0.015  0.002  0.000  0.000
 6097.6   99  1.3146 -9.673e-02  0.058  0.229    1.60  0.1062  0.118  0.397  0.088  0.163  1.000  0.490  0.595  0.119  0.022  0.004  0.001  0.000
 5154.6   99  1.3187 -1.218e-02  0.058  0.229    1.60  0.0314  0.035  0.397  0.515  0.215  1.000  0.646  0.663  0.171  0.040  0.010  0.003  0.001
 4618.9   99  1.3324 -1.316e-02  0.058  0.229    1.60  0.0439  0.049  0.397  0.578  0.252  1.000  0.756  0.719  0.212  0.057  0.016  0.005  0.002
 4319.7   99  1.3408 -1.023e-02  0.058  0.229    1.60  0.0491  0.055  0.397  0.685  0.276  1.000  0.830  0.761  0.243  0.071  0.021  0.006  0.002
 4016.1   99  1.3521 -4.892e-03  0.058  0.229    1.60  0.0529  0.059  0.397  0.847  0.304  1.000  0.912  0.809  0.279  0.088  0.027  0.009  0.003
 3418.8   99  1.4165 -1.765e-02  0.058  0.229    1.60  0.1376  0.153  0.397  0.747  0.371  1.000  1.113  0.938  0.372  0.138  0.047  0.017  0.006
 3444.7   99  1.4115 -1.499e-02  0.058  0.229    1.60  0.1278  0.142  0.397  0.773  0.368  1.000  1.103  0.932  0.368  0.136  0.046  0.017  0.006
 2777.0   99  1.3231 -1.495e-01  0.058  0.229    1.60  0.4084  0.453  0.397  0.523  0.428  1.000  1.283  1.120  0.561  0.253  0.108  0.047  0.021
 2320.2   99  1.2789 -1.857e-03  0.058  0.229    1.60  0.1610  0.178  0.397  0.954  0.518  1.000  1.556  1.428  0.838  0.445  0.218  0.109  0.053
 2044.2   99  1.3039 -1.299e-03  0.058  0.229    1.60  0.2431  0.269  0.397  0.977  0.568  1.000  1.705  1.612  1.017  0.581  0.303  0.159  0.081
 1778.4   99  1.3147 -4.841e-04  0.058  0.229    1.60  0.3558  0.395  0.397  0.993  0.618  1.000  1.852  1.830  1.257  0.779  0.440  0.246  0.133
 1455.2   99  1.3228 -4.544e-04  0.058  0.229    1.60  0.5924  0.657  0.397  0.995  0.677  1.000  2.033  2.155  1.655  1.145  0.720  0.444  0.263
 1270.3   99  1.3257 -3.612e-04  0.058  0.229    1.60  0.7896  0.876  0.397  0.997  0.711  1.000  2.134  2.368  1.941  1.428  0.956  0.621  0.388
  944.3   99  1.3307 -2.310e-04  0.058  0.229    1.60  1.3662  1.517  0.397  0.998  0.766  1.000  2.298  2.785  2.567  2.121  1.602  1.162  0.812
  693.5   99  1.3342 -1.140e-04  0.058  0.229    1.60  2.0806  2.310  0.397  0.999  0.800  1.000  2.398  3.111  3.124  2.825  2.356  1.872  1.442
  527.1   99  1.3371 -9.025e-05  0.058  0.229    1.60  2.6453  2.936  0.397  0.999  0.811  1.000  2.434  3.287  3.462  3.322  2.962  2.524  2.098
  399.8   99  1.3421 -8.140e-05  0.058  0.229    1.60  2.9613  3.287  0.397  0.999  0.807  1.000  2.421  3.354  3.614  3.623  3.398  3.070  2.730
  329.1   99  1.3485 -1.018e-04  0.058  0.229    1.60  2.9586  3.284  0.397  0.999  0.794  1.000  2.381  3.338  3.603  3.708  3.581  3.372  3.145
  229.8   99  1.3647 -4.890e-04  0.058  0.229    1.60  2.7544  3.057  0.397  0.992  0.767  1.000  2.300  3.274  3.506  3.764  3.778  3.784  3.764
 7082.2   99  1.3180 -3.378e-02  0.058  0.229    1.60  0.0344  0.038  0.397  0.153  0.132  1.000  0.396  0.564  0.091  0.014  0.002  0.000  0.000
