org RRTMG LUT interpolated from GADS (DAR 09/2013)
V0.1 - contains Fast-J wavelengths but is the same as the original jv_spec.dat values
  w(nm)   RH       N         iK  RgDry  RgWet      Sg       Q  Alpha  r-eff ss-alb  g-sym  pi(0)  pi(1)  pi(2)  pi(3)  pi(4)  pi(5)  pi(6)  pi(7)
 3444.7   80  1.4311 -8.833e-03  0.058  0.065    1.60  0.0053  0.027  0.114  0.246  0.057  1.000  0.170  0.513  0.033  0.002  0.000  0.000  0.000
 2777.0   80  1.3899 -5.851e-02  0.058  0.065    1.60  0.0341  0.173  0.114  0.176  0.082  1.000  0.246  0.526  0.051  0.005  0.000  0.000  0.000
 2320.2   80  1.3762 -7.856e-03  0.058  0.065    1.60  0.0105  0.053  0.114  0.445  0.112  1.000  0.337  0.548  0.073  0.010  0.001  0.000  0.000
 2044.2   80  1.3840 -6.161e-03  0.058  0.065    1.60  0.0126  0.063  0.114  0.590  0.137  1.000  0.410  0.568  0.091  0.013  0.002  0.000  0.000
 1778.4   80  1.4178 -1.148e-02  0.058  0.065    1.60  0.0255  0.130  0.114  0.569  0.173  1.000  0.518  0.603  0.117  0.021  0.004  0.001  0.000
 1455.2   80  1.4518 -1.525e-02  0.058  0.065    1.60  0.0529  0.269  0.114  0.644  0.235  1.000  0.706  0.681  0.173  0.042  0.010  0.003  0.001
 1270.3   80  1.4528 -1.340e-02  0.058  0.065    1.60  0.0729  0.370  0.114  0.732  0.280  1.000  0.840  0.749  0.223  0.064  0.017  0.005  0.002
  944.3   80  1.4612 -9.814e-03  0.058  0.065    1.60  0.1633  0.828  0.114  0.869  0.390  1.000  1.169  0.971  0.395  0.153  0.053  0.020  0.007
  693.5   80  1.4692 -4.860e-03  0.058  0.065    1.60  0.3662  1.857  0.114  0.956  0.502  1.000  1.506  1.291  0.678  0.333  0.145  0.066  0.028
  527.1   80  1.4701 -3.850e-03  0.058  0.065    1.60  0.7072  3.586  0.114  0.973  0.586  1.000  1.758  1.635  1.038  0.605  0.314  0.165  0.081
  399.8   80  1.4716 -3.470e-03  0.058  0.065    1.60  1.2274  6.224  0.114  0.979  0.650  1.000  1.950  1.992  1.468  0.980  0.589  0.350  0.195
  329.1   80  1.4737 -4.345e-03  0.058  0.065    1.60  1.7012  8.626  0.114  0.976  0.682  1.000  2.048  2.227  1.789  1.302  0.860  0.553  0.340
  229.8   80  1.4787 -2.080e-02  0.058  0.065    1.60  2.3606 11.970  0.114  0.895  0.724  1.000  2.172  2.534  2.252  1.805  1.337  0.947  0.654
 7082.2   80  1.3815 -5.444e-02  0.058  0.065    1.60  0.0120  0.061  0.114  0.005  0.014  1.000  0.042  0.501  0.008  0.000  0.000  0.000  0.000
  300.0   90  1.4400 -4.020e-03  0.058  0.073    1.60  2.0109  9.154  0.127  0.977  0.722  1.000  2.166  2.525  2.208  1.749  1.265  0.879  0.591
  400.0   90  1.4350 -2.510e-03  0.058  0.073    1.60  1.3030  5.932  0.127  0.984  0.682  1.000  2.045  2.194  1.725  1.225  0.786  0.492  0.294
  440.0   90  1.4342 -2.510e-03  0.058  0.073    1.60  1.1019  5.016  0.127  0.983  0.664  1.000  1.990  2.070  1.559  1.063  0.653  0.394  0.227
  500.0   90  1.4330 -2.510e-03  0.058  0.073    1.60  0.8521  3.879  0.127  0.982  0.635  1.000  1.904  1.895  1.336  0.856  0.492  0.281  0.152
  550.0   90  1.4320 -3.020e-03  0.058  0.073    1.60  0.6956  3.166  0.127  0.977  0.610  1.000  1.831  1.763  1.179  0.719  0.392  0.215  0.111
  600.0   90  1.4315 -3.020e-03  0.058  0.073    1.60  0.5717  2.602  0.127  0.975  0.586  1.000  1.757  1.643  1.042  0.606  0.314  0.165  0.082
  675.0   90  1.4310 -3.520e-03  0.058  0.073    1.60  0.4351  1.981  0.127  0.967  0.549  1.000  1.648  1.485  0.873  0.473  0.229  0.113  0.053
  800.0   90  1.4250 -5.030e-03  0.058  0.073    1.60  0.2776  1.264  0.127  0.944  0.490  1.000  1.471  1.269  0.659  0.318  0.138  0.062  0.026
  870.0   90  1.4246 -6.080e-03  0.058  0.073    1.60  0.2271  1.034  0.127  0.924  0.459  1.000  1.379  1.173  0.572  0.260  0.107  0.046  0.019
 1000.0   90  1.4240 -7.790e-03  0.058  0.073    1.60  0.1561  0.710  0.127  0.886  0.406  1.000  1.217  1.021  0.439  0.177  0.065  0.025  0.010
 1020.0   90  1.4234 -7.932e-03  0.058  0.073    1.60  0.1503  0.684  0.127  0.880  0.399  1.000  1.196  1.006  0.427  0.170  0.062  0.024  0.009
55555.6   90  1.7265 -3.680e-01  0.058  0.073    1.60  0.0138  0.063  0.127  0.000  0.001  1.000  0.002  0.500  0.000  0.000  0.000  0.000  0.000
23529.4   90  1.7345 -3.104e-01  0.058  0.073    1.60  0.0173  0.079  0.127  0.000  0.002  1.000  0.006  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   90  1.7149 -3.144e-01  0.058  0.073    1.60  0.0238  0.108  0.127  0.000  0.003  1.000  0.009  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   90  1.3509 -2.998e-01  0.058  0.073    1.60  0.0354  0.161  0.127  0.000  0.004  1.000  0.011  0.500  0.002  0.000  0.000  0.000  0.000
13157.9   90  1.3845 -1.856e-01  0.058  0.073    1.60  0.0244  0.111  0.127  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
11111.1   90  1.4293 -7.797e-02  0.058  0.073    1.60  0.0118  0.054  0.127  0.002  0.007  1.000  0.022  0.500  0.004  0.000  0.000  0.000  0.000
 9708.7   90  1.5655 -8.085e-02  0.058  0.073    1.60  0.0128  0.058  0.127  0.004  0.010  1.000  0.030  0.500  0.005  0.000  0.000  0.000  0.000
 8849.6   90  1.8764 -1.854e-01  0.058  0.073    1.60  0.0249  0.113  0.127  0.006  0.014  1.000  0.043  0.501  0.007  0.000  0.000  0.000  0.000
 7782.1   90  1.2652 -4.977e-02  0.058  0.073    1.60  0.0120  0.055  0.127  0.003  0.014  1.000  0.040  0.501  0.008  0.000  0.000  0.000  0.000
 6968.6   90  1.3706 -4.614e-02  0.058  0.073    1.60  0.0117  0.053  0.127  0.009  0.017  1.000  0.053  0.501  0.011  0.000  0.000  0.000  0.000
 6097.6   90  1.3666 -6.114e-02  0.058  0.073    1.60  0.0179  0.082  0.127  0.008  0.023  1.000  0.068  0.502  0.014  0.000  0.000  0.000  0.000
 5154.6   90  1.3821 -1.300e-02  0.058  0.073    1.60  0.0047  0.022  0.127  0.066  0.031  1.000  0.095  0.504  0.019  0.001  0.000  0.000  0.000
 4618.9   90  1.3943 -1.296e-02  0.058  0.073    1.60  0.0054  0.025  0.127  0.093  0.039  1.000  0.118  0.506  0.024  0.001  0.000  0.000  0.000
 4319.7   90  1.3988 -1.017e-02  0.058  0.073    1.60  0.0047  0.022  0.127  0.172  0.045  1.000  0.134  0.508  0.027  0.001  0.000  0.000  0.000
 4016.1   90  1.4031 -5.070e-03  0.058  0.073    1.60  0.0031  0.014  0.127  0.296  0.051  1.000  0.153  0.510  0.031  0.002  0.000  0.000  0.000
 3418.8   90  1.4258 -1.214e-02  0.058  0.073    1.60  0.0081  0.037  0.127  0.242  0.069  1.000  0.208  0.518  0.041  0.003  0.000  0.000  0.000
 3444.7   90  1.4256 -1.056e-02  0.058  0.073    1.60  0.0072  0.033  0.127  0.267  0.069  1.000  0.206  0.518  0.041  0.003  0.000  0.000  0.000
 2777.0   90  1.3710 -8.403e-02  0.058  0.073    1.60  0.0544  0.248  0.127  0.211  0.097  1.000  0.292  0.536  0.062  0.007  0.001  0.000  0.000
 2320.2   90  1.3486 -6.158e-03  0.058  0.073    1.60  0.0114  0.052  0.127  0.529  0.132  1.000  0.396  0.565  0.089  0.014  0.002  0.000  0.000
 2044.2   90  1.3613 -4.789e-03  0.058  0.073    1.60  0.0144  0.066  0.127  0.679  0.160  1.000  0.480  0.592  0.111  0.020  0.004  0.001  0.000
 1778.4   90  1.3886 -8.364e-03  0.058  0.073    1.60  0.0277  0.126  0.127  0.667  0.200  1.000  0.599  0.637  0.145  0.031  0.007  0.002  0.000
 1455.2   90  1.4154 -1.107e-02  0.058  0.073    1.60  0.0577  0.263  0.127  0.724  0.267  1.000  0.800  0.735  0.216  0.060  0.016  0.005  0.001
 1270.3   90  1.4168 -9.719e-03  0.058  0.073    1.60  0.0810  0.369  0.127  0.798  0.315  1.000  0.944  0.820  0.280  0.090  0.027  0.009  0.003
  944.3   90  1.4243 -7.088e-03  0.058  0.073    1.60  0.1836  0.835  0.127  0.903  0.428  1.000  1.285  1.083  0.492  0.209  0.081  0.033  0.013
  693.5   90  1.4310 -3.520e-03  0.058  0.073    1.60  0.4062  1.849  0.127  0.966  0.540  1.000  1.621  1.449  0.835  0.444  0.211  0.103  0.047
  527.1   90  1.4325 -2.787e-03  0.058  0.073    1.60  0.7671  3.492  0.127  0.979  0.621  1.000  1.864  1.823  1.251  0.782  0.438  0.245  0.130
  399.8   90  1.4350 -2.510e-03  0.058  0.073    1.60  1.3045  5.939  0.127  0.984  0.682  1.000  2.045  2.195  1.726  1.226  0.787  0.493  0.295
  329.1   90  1.4383 -3.143e-03  0.058  0.073    1.60  1.7845  8.124  0.127  0.982  0.711  1.000  2.132  2.427  2.061  1.584  1.109  0.749  0.489
  229.8   90  1.4464 -1.510e-02  0.058  0.073    1.60  2.4428 11.120  0.127  0.918  0.744  1.000  2.233  2.705  2.505  2.102  1.629  1.206  0.873
 7082.2   90  1.3635 -4.857e-02  0.058  0.073    1.60  0.0122  0.056  0.127  0.007  0.017  1.000  0.051  0.501  0.010  0.000  0.000  0.000  0.000
  300.0   95  1.4076 -2.590e-03  0.058  0.084    1.60  2.1787  8.565  0.147  0.984  0.751  1.000  2.252  2.753  2.554  2.148  1.656  1.221  0.876
  400.0   95  1.4008 -1.620e-03  0.058  0.084    1.60  1.4621  5.748  0.147  0.990  0.718  1.000  2.155  2.451  2.078  1.586  1.101  0.737  0.475
  440.0   95  1.3998 -1.620e-03  0.058  0.084    1.60  1.2507  4.917  0.147  0.989  0.702  1.000  2.107  2.329  1.902  1.400  0.935  0.606  0.377
  500.0   95  1.3981 -1.620e-03  0.058  0.084    1.60  0.9834  3.866  0.147  0.988  0.677  1.000  2.032  2.154  1.660  1.155  0.726  0.446  0.262
  550.0   95  1.3968 -1.940e-03  0.058  0.084    1.60  0.8114  3.190  0.147  0.985  0.656  1.000  1.967  2.018  1.484  0.987  0.592  0.350  0.197
  600.0   95  1.3961 -1.940e-03  0.058  0.084    1.60  0.6743  2.651  0.147  0.984  0.633  1.000  1.900  1.891  1.326  0.844  0.484  0.275  0.149
  675.0   95  1.3954 -2.270e-03  0.058  0.084    1.60  0.5202  2.045  0.147  0.979  0.600  1.000  1.798  1.719  1.126  0.673  0.362  0.194  0.100
  800.0   95  1.3908 -3.240e-03  0.058  0.084    1.60  0.3394  1.334  0.147  0.964  0.544  1.000  1.631  1.478  0.866  0.466  0.225  0.111  0.052
  870.0   95  1.3903 -3.919e-03  0.058  0.084    1.60  0.2788  1.096  0.147  0.952  0.514  1.000  1.541  1.367  0.756  0.386  0.177  0.084  0.038
 1000.0   95  1.3895 -5.020e-03  0.058  0.084    1.60  0.1925  0.757  0.147  0.928  0.461  1.000  1.382  1.188  0.588  0.269  0.112  0.048  0.020
 1020.0   95  1.3890 -5.113e-03  0.058  0.084    1.60  0.1853  0.729  0.147  0.924  0.454  1.000  1.361  1.169  0.572  0.259  0.107  0.046  0.019
55555.6   95  1.6569 -3.570e-01  0.058  0.084    1.60  0.0165  0.065  0.147  0.000  0.001  1.000  0.003  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   95  1.6568 -3.292e-01  0.058  0.084    1.60  0.0227  0.089  0.147  0.000  0.003  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
17699.1   95  1.6060 -3.543e-01  0.058  0.084    1.60  0.0339  0.133  0.147  0.000  0.004  1.000  0.012  0.500  0.002  0.000  0.000  0.000  0.000
15037.6   95  1.3227 -3.371e-01  0.058  0.084    1.60  0.0469  0.184  0.147  0.000  0.005  1.000  0.015  0.500  0.003  0.000  0.000  0.000  0.000
13157.9   95  1.3032 -2.319e-01  0.058  0.084    1.60  0.0373  0.147  0.147  0.000  0.007  1.000  0.020  0.500  0.004  0.000  0.000  0.000  0.000
11111.1   95  1.3289 -8.821e-02  0.058  0.084    1.60  0.0165  0.065  0.147  0.001  0.009  1.000  0.027  0.500  0.006  0.000  0.000  0.000  0.000
 9708.7   95  1.4472 -6.876e-02  0.058  0.084    1.60  0.0138  0.054  0.147  0.004  0.012  1.000  0.038  0.501  0.007  0.000  0.000  0.000  0.000
 8849.6   95  1.6595 -1.330e-01  0.058  0.084    1.60  0.0248  0.097  0.147  0.007  0.017  1.000  0.051  0.501  0.009  0.000  0.000  0.000  0.000
 7782.1   95  1.2766 -4.407e-02  0.058  0.084    1.60  0.0123  0.049  0.147  0.005  0.018  1.000  0.054  0.501  0.011  0.000  0.000  0.000  0.000
 6968.6   95  1.3530 -4.202e-02  0.058  0.084    1.60  0.0126  0.050  0.147  0.012  0.023  1.000  0.069  0.502  0.014  0.000  0.000  0.000  0.000
 6097.6   95  1.3474 -7.419e-02  0.058  0.084    1.60  0.0256  0.101  0.147  0.010  0.030  1.000  0.089  0.504  0.019  0.001  0.000  0.000  0.000
 5154.6   95  1.3589 -1.273e-02  0.058  0.084    1.60  0.0057  0.022  0.147  0.089  0.042  1.000  0.124  0.507  0.025  0.001  0.000  0.000  0.000
 4618.9   95  1.3715 -1.306e-02  0.058  0.084    1.60  0.0067  0.027  0.147  0.121  0.051  1.000  0.153  0.510  0.032  0.002  0.000  0.000  0.000
 4319.7   95  1.3775 -1.021e-02  0.058  0.084    1.60  0.0059  0.024  0.147  0.218  0.058  1.000  0.174  0.513  0.036  0.002  0.000  0.000  0.000
 4016.1   95  1.3843 -5.005e-03  0.058  0.084    1.60  0.0041  0.016  0.147  0.370  0.066  1.000  0.198  0.517  0.041  0.003  0.000  0.000  0.000
 3418.8   95  1.4224 -1.420e-02  0.058  0.084    1.60  0.0119  0.047  0.147  0.288  0.090  1.000  0.270  0.530  0.055  0.005  0.001  0.000  0.000
 3444.7   95  1.4204 -1.221e-02  0.058  0.084    1.60  0.0105  0.042  0.147  0.318  0.089  1.000  0.266  0.529  0.054  0.005  0.001  0.000  0.000
 2777.0   95  1.3534 -1.082e-01  0.058  0.084    1.60  0.0822  0.323  0.147  0.267  0.122  1.000  0.366  0.555  0.082  0.012  0.002  0.000  0.000
 2320.2   95  1.3230 -4.579e-03  0.058  0.084    1.60  0.0138  0.055  0.147  0.642  0.164  1.000  0.491  0.599  0.119  0.022  0.005  0.001  0.000
 2044.2   95  1.3402 -3.502e-03  0.058  0.084    1.60  0.0187  0.074  0.147  0.780  0.198  1.000  0.592  0.638  0.149  0.032  0.008  0.002  0.001
 1778.4   95  1.3614 -5.466e-03  0.058  0.084    1.60  0.0337  0.132  0.147  0.784  0.242  1.000  0.725  0.700  0.195  0.050  0.012  0.004  0.001
 1455.2   95  1.3813 -7.148e-03  0.058  0.084    1.60  0.0696  0.274  0.147  0.820  0.316  1.000  0.946  0.829  0.291  0.095  0.030  0.010  0.004
 1270.3   95  1.3833 -6.276e-03  0.058  0.084    1.60  0.0996  0.392  0.147  0.871  0.367  1.000  1.101  0.939  0.377  0.140  0.049  0.018  0.007
  944.3   95  1.3898 -4.569e-03  0.058  0.084    1.60  0.2261  0.889  0.147  0.939  0.483  1.000  1.449  1.261  0.655  0.315  0.137  0.062  0.027
  693.5   95  1.3954 -2.270e-03  0.058  0.084    1.60  0.4875  1.916  0.147  0.978  0.591  1.000  1.773  1.679  1.081  0.635  0.336  0.178  0.090
  527.1   95  1.3974 -1.794e-03  0.058  0.084    1.60  0.8900  3.499  0.147  0.986  0.666  1.000  1.997  2.080  1.564  1.064  0.653  0.394  0.227
  399.8   95  1.4008 -1.620e-03  0.058  0.084    1.60  1.4637  5.754  0.147  0.990  0.718  1.000  2.155  2.452  2.079  1.587  1.102  0.738  0.476
  329.1   95  1.4052 -2.026e-03  0.058  0.084    1.60  1.9529  7.678  0.147  0.987  0.742  1.000  2.226  2.666  2.413  1.975  1.480  1.063  0.741
  229.8   95  1.4164 -9.710e-03  0.058  0.084    1.60  2.5926 10.192  0.147  0.941  0.765  1.000  2.295  2.896  2.807  2.482  2.029  1.583  1.211
 7082.2   95  1.3468 -4.319e-02  0.058  0.084    1.60  0.0128  0.050  0.147  0.011  0.022  1.000  0.067  0.502  0.014  0.000  0.000  0.000  0.000
  300.0   99  1.3642 -6.730e-04  0.058  0.132    1.60  2.8032  7.032  0.230  0.995  0.795  1.000  2.384  3.195  3.311  3.160  2.799  2.373  1.975
  400.0   99  1.3551 -4.210e-04  0.058  0.132    1.60  2.2263  5.585  0.230  0.997  0.789  1.000  2.367  3.048  3.026  2.716  2.246  1.772  1.358
  440.0   99  1.3536 -4.210e-04  0.058  0.132    1.60  2.0023  5.023  0.230  0.997  0.782  1.000  2.345  2.967  2.882  2.524  2.032  1.562  1.163
  500.0   99  1.3514 -4.210e-04  0.058  0.132    1.60  1.6900  4.240  0.230  0.997  0.769  1.000  2.308  2.840  2.665  2.247  1.735  1.281  0.914
  550.0   99  1.3496 -5.050e-04  0.058  0.132    1.60  1.4628  3.670  0.230  0.996  0.758  1.000  2.273  2.731  2.488  2.033  1.518  1.087  0.750
  600.0   99  1.3487 -5.050e-04  0.058  0.132    1.60  1.2700  3.186  0.230  0.996  0.744  1.000  2.233  2.620  2.314  1.833  1.323  0.920  0.615
  675.0   99  1.3477 -5.890e-04  0.058  0.132    1.60  1.0346  2.595  0.230  0.995  0.724  1.000  2.170  2.457  2.072  1.568  1.079  0.719  0.460
  800.0   99  1.3451 -8.410e-04  0.058  0.132    1.60  0.7348  1.843  0.230  0.992  0.686  1.000  2.058  2.204  1.718  1.206  0.767  0.477  0.284
  870.0   99  1.3444 -1.015e-03  0.058  0.132    1.60  0.6202  1.556  0.230  0.990  0.664  1.000  1.993  2.075  1.551  1.047  0.641  0.385  0.222
 1000.0   99  1.3432 -1.310e-03  0.058  0.132    1.60  0.4492  1.127  0.230  0.986  0.624  1.000  1.871  1.851  1.278  0.799  0.452  0.254  0.137
 1020.0   99  1.3428 -1.336e-03  0.058  0.132    1.60  0.4337  1.088  0.230  0.985  0.618  1.000  1.853  1.824  1.248  0.774  0.435  0.243  0.131
55555.6   99  1.5637 -3.410e-01  0.058  0.132    1.60  0.0267  0.067  0.230  0.000  0.002  1.000  0.007  0.500  0.001  0.000  0.000  0.000  0.000
23529.4   99  1.5528 -3.553e-01  0.058  0.132    1.60  0.0419  0.105  0.230  0.001  0.006  1.000  0.017  0.500  0.003  0.000  0.000  0.000  0.000
17699.1   99  1.4602 -4.080e-01  0.058  0.132    1.60  0.0687  0.173  0.230  0.001  0.009  1.000  0.028  0.500  0.005  0.000  0.000  0.000  0.000
15037.6   99  1.2852 -3.855e-01  0.058  0.132    1.60  0.0868  0.217  0.230  0.001  0.012  1.000  0.035  0.501  0.008  0.000  0.000  0.000  0.000
13157.9   99  1.1943 -2.936e-01  0.058  0.132    1.60  0.0796  0.200  0.230  0.001  0.015  1.000  0.043  0.501  0.010  0.000  0.000  0.000  0.000
11111.1   99  1.1943 -1.020e-01  0.058  0.132    1.60  0.0327  0.082  0.230  0.002  0.021  1.000  0.062  0.502  0.014  0.000  0.000  0.000  0.000
 9708.7   99  1.2889 -5.254e-02  0.058  0.132    1.60  0.0185  0.046  0.230  0.009  0.028  1.000  0.084  0.503  0.018  0.001  0.000  0.000  0.000
 8849.6   99  1.3690 -6.334e-02  0.058  0.132    1.60  0.0234  0.059  0.230  0.016  0.035  1.000  0.104  0.505  0.022  0.001  0.000  0.000  0.000
 7782.1   99  1.2917 -3.630e-02  0.058  0.132    1.60  0.0163  0.041  0.230  0.024  0.043  1.000  0.127  0.508  0.028  0.001  0.000  0.000  0.000
 6968.6   99  1.3292 -3.642e-02  0.058  0.132    1.60  0.0183  0.046  0.230  0.041  0.054  1.000  0.160  0.511  0.034  0.002  0.000  0.000  0.000
 6097.6   99  1.3218 -9.161e-02  0.058  0.132    1.60  0.0522  0.131  0.230  0.025  0.067  1.000  0.200  0.517  0.043  0.003  0.000  0.000  0.000
 5154.6   99  1.3276 -1.231e-02  0.058  0.132    1.60  0.0106  0.026  0.230  0.224  0.091  1.000  0.273  0.532  0.060  0.006  0.001  0.000  0.000
 4618.9   99  1.3411 -1.316e-02  0.058  0.132    1.60  0.0136  0.034  0.230  0.282  0.110  1.000  0.331  0.546  0.074  0.009  0.001  0.000  0.000
 4319.7   99  1.3489 -1.024e-02  0.058  0.132    1.60  0.0132  0.033  0.230  0.419  0.124  1.000  0.373  0.557  0.084  0.012  0.001  0.000  0.000
 4016.1   99  1.3592 -4.912e-03  0.058  0.132    1.60  0.0113  0.028  0.230  0.631  0.140  1.000  0.420  0.571  0.095  0.015  0.002  0.000  0.000
 3418.8   99  1.4179 -1.683e-02  0.058  0.132    1.60  0.0341  0.086  0.230  0.509  0.185  1.000  0.556  0.617  0.128  0.024  0.005  0.001  0.000
 3444.7   99  1.4135 -1.434e-02  0.058  0.132    1.60  0.0307  0.077  0.230  0.544  0.183  1.000  0.549  0.615  0.127  0.024  0.005  0.001  0.000
 2777.0   99  1.3298 -1.404e-01  0.058  0.132    1.60  0.1847  0.464  0.230  0.416  0.231  1.000  0.693  0.687  0.194  0.050  0.013  0.004  0.001
 2320.2   99  1.2886 -2.461e-03  0.058  0.132    1.60  0.0384  0.097  0.230  0.870  0.300  1.000  0.900  0.816  0.292  0.095  0.030  0.010  0.004
 2044.2   99  1.3119 -1.788e-03  0.058  0.132    1.60  0.0578  0.145  0.230  0.935  0.349  1.000  1.048  0.915  0.367  0.134  0.046  0.017  0.007
 1778.4   99  1.3250 -1.583e-03  0.058  0.132    1.60  0.0916  0.229  0.230  0.959  0.406  1.000  1.218  1.052  0.478  0.198  0.076  0.031  0.012
 1455.2   99  1.3357 -1.927e-03  0.058  0.132    1.60  0.1737  0.436  0.230  0.966  0.489  1.000  1.465  1.300  0.699  0.344  0.156  0.072  0.033
 1270.3   99  1.3384 -1.668e-03  0.058  0.132    1.60  0.2476  0.621  0.230  0.976  0.541  1.000  1.623  1.487  0.882  0.476  0.234  0.117  0.056
  944.3   99  1.3437 -1.187e-03  0.058  0.132    1.60  0.5171  1.297  0.230  0.988  0.641  1.000  1.923  1.945  1.391  0.899  0.527  0.305  0.170
  693.5   99  1.3477 -5.890e-04  0.058  0.132    1.60  0.9835  2.467  0.230  0.995  0.718  1.000  2.154  2.418  2.013  1.507  1.024  0.675  0.427
  527.1   99  1.3504 -4.666e-04  0.058  0.132    1.60  1.5666  3.931  0.230  0.996  0.763  1.000  2.289  2.781  2.569  2.131  1.617  1.176  0.825
  399.8   99  1.3551 -4.210e-04  0.058  0.132    1.60  2.2277  5.589  0.230  0.997  0.789  1.000  2.367  3.048  3.027  2.717  2.247  1.773  1.359
  329.1   99  1.3610 -5.266e-04  0.058  0.132    1.60  2.6418  6.628  0.230  0.996  0.794  1.000  2.383  3.159  3.238  3.037  2.639  2.192  1.782
  229.8   99  1.3761 -2.520e-03  0.058  0.132    1.60  2.9887  7.498  0.230  0.978  0.788  1.000  2.363  3.213  3.371  3.321  3.048  2.701  2.366
 7082.2   99  1.3244 -3.587e-02  0.058  0.132    1.60  0.0177  0.045  0.230  0.039  0.052  1.000  0.155  0.511  0.033  0.002  0.000  0.000  0.000
